"","Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_hydrogen","Year"
"2309","Trinidad and Tobago","TTO",1,2039
"2310","Tunisia","TUN",1,2039
"2311","Turkey","TUR",1,2039
"2312","Turkmenistan","TKM",1,2039
"2313","Ukraine","UKR",1,2039
"2314","United Arab Emirates","ARE",1,2039
"2315","United Kingdom","GBR",1,2039
"2316","United States","USA",1,2039
"2317","Uruguay","URY",1,2039
"2318","Uzbekistan","UZB",1,2039
"2319","Venezuela","VEN",1,2039
"2320","Vietnam","VNM",1,2039
"2321","Zambia","ZMB",1,2039
"2322","Zimbabwe","ZWE",1,2039
"2323","Albania","ALB",1,2040
"2324","Algeria","DZA",1,2040
"2325","Angola","AGO",1,2040
"2326","Argentina","ARG",1,2040
"2327","Armenia","ARM",1,2040
"2328","Australia","AUS",1,2040
"2329","Austria","AUT",1,2040
"2330","Azerbaijan","AZE",1,2040
"2331","Bahrain","BHR",1,2040
"2332","Bangladesh","BGD",1,2040
"2333","Belarus","BLR",1,2040
"2334","Belgium","BEL",1,2040
"2335","Benin","BEN",1,2040
"2336","Bolivia","BOL",1,2040
"2337","Bosnia and Herzegovina","BIH",1,2040
"2338","Botswana","BWA",1,2040
"2339","Brazil","BRA",1,2040
"2340","Brunei Darussalam","BRN",1,2040
"2341","Bulgaria","BGR",1,2040
"2342","Cambodia","KHM",1,2040
"2343","Cameroon","CMR",1,2040
"2344","Canada","CAN",1,2040
"2345","Chile","CHL",1,2040
"2346","China","CHN",1,2040
"2347","Colombia","COL",1,2040
"2348","Costa Rica","CRI",1,2040
"2349","Croatia","HRV",1,2040
"2350","Cuba","CUB",1,2040
"2351","Cyprus","CYP",1,2040
"2352","Denmark","DNK",1,2040
"2353","Dominican Republic","DOM",1,2040
"2354","Ecuador","ECU",1,2040
"2355","Egypt","EGY",1,2040
"2356","El Salvador","SLV",1,2040
"2357","Eritrea","ERI",1,2040
"2358","Estonia","EST",1,2040
"2359","Ethiopia","ETH",1,2040
"2360","Finland","FIN",1,2040
"2361","France","FRA",1,2040
"2362","Gabon","GAB",1,2040
"2363","Georgia","GEO",1,2040
"2364","Germany","DEU",1,2040
"2365","Ghana","GHA",1,2040
"2366","Gibraltar","GIB",1,2040
"2367","Greece","GRC",1,2040
"2368","Guatemala","GTM",1,2040
"2369","Haiti","HTI",1,2040
"2370","Honduras","HND",1,2040
"2371","Hungary","HUN",1,2040
"2372","Iceland","ISL",1,2040
"2373","India","IND",1,2040
"2374","Indonesia","IDN",1,2040
"2375","Iraq","IRQ",1,2040
"2376","Ireland","IRL",1,2040
"2377","Israel","ISR",1,2040
"2378","Italy","ITA",1,2040
"2379","Jamaica","JAM",1,2040
"2380","Japan","JPN",1,2040
"2381","Jordan","JOR",1,2040
"2382","Kazakhstan","KAZ",1,2040
"2383","Kenya","KEN",1,2040
"2384","Korea","KOR",1,2040
"2385","Kosovo","XKX",1,2040
"2386","Kuwait","KWT",1,2040
"2387","Latvia","LVA",1,2040
"2388","Lebanon","LBN",1,2040
"2389","Libya","LBY",1,2040
"2390","Lithuania","LTU",1,2040
"2391","Luxembourg","LUX",1,2040
"2392","Malaysia","MYS",1,2040
"2393","Malta","MLT",1,2040
"2394","Mauritius","MUS",1,2040
"2395","Mexico","MEX",1,2040
"2396","Mongolia","MNG",1,2040
"2397","Montenegro","MNE",1,2040
"2398","Morocco","MAR",1,2040
"2399","Mozambique","MOZ",1,2040
"2400","Myanmar","MMR",1,2040
"2401","Namibia","NAM",1,2040
"2402","Nepal","NPL",1,2040
"2403","Netherlands","NLD",1,2040
"2404","New Zealand","NZL",1,2040
"2405","Nicaragua","NIC",1,2040
"2406","Niger","NER",1,2040
"2407","Nigeria","NGA",1,2040
"2408","Norway","NOR",1,2040
"2409","Oman","OMN",1,2040
"2410","Pakistan","PAK",1,2040
"2411","Panama","PAN",1,2040
"2412","Paraguay","PRY",1,2040
"2413","Peru","PER",1,2040
"2414","Philippines","PHL",1,2040
"2415","Poland","POL",1,2040
"2416","Portugal","PRT",1,2040
"2417","Qatar","QAT",1,2040
"2418","Romania","ROU",1,2040
"2419","Russian Federation","RUS",1,2040
"2420","Saudi Arabia","SAU",1,2040
"2421","Senegal","SEN",1,2040
"2422","Serbia","SRB",1,2040
"2423","Singapore","SGP",1,2040
"2424","Slovak Republic","SVK",1,2040
"2425","Slovenia","SVN",1,2040
"2426","South Africa","ZAF",1,2040
"2427","South Sudan","SSD",1,2040
"2428","Spain","ESP",1,2040
"2429","Sri Lanka","LKA",1,2040
"2430","Sudan","SDN",1,2040
"2431","Suriname","SUR",1,2040
"2432","Sweden","SWE",1,2040
"2433","Switzerland","CHE",1,2040
"2434","Syrian Arab Republic","SYR",1,2040
"2435","Tajikistan","TJK",1,2040
"2436","Thailand","THA",1,2040
"2437","Togo","TGO",1,2040
"2438","Trinidad and Tobago","TTO",1,2040
"2439","Tunisia","TUN",1,2040
"2440","Turkey","TUR",1,2040
"2441","Turkmenistan","TKM",1,2040
"2442","Ukraine","UKR",1,2040
"2443","United Arab Emirates","ARE",1,2040
"2444","United Kingdom","GBR",1,2040
"2445","United States","USA",1,2040
"2446","Uruguay","URY",1,2040
"2447","Uzbekistan","UZB",1,2040
"2448","Venezuela","VEN",1,2040
"2449","Vietnam","VNM",1,2040
"2450","Zambia","ZMB",1,2040
"2451","Zimbabwe","ZWE",1,2040
"2452","Albania","ALB",1,2041
"2453","Algeria","DZA",1,2041
"2454","Angola","AGO",1,2041
"2455","Argentina","ARG",1,2041
"2456","Armenia","ARM",1,2041
"2457","Australia","AUS",1,2041
"2458","Austria","AUT",1,2041
"2459","Azerbaijan","AZE",1,2041
"2460","Bahrain","BHR",1,2041
"2461","Bangladesh","BGD",1,2041
"2462","Belarus","BLR",1,2041
"2463","Belgium","BEL",1,2041
"2464","Benin","BEN",1,2041
"2465","Bolivia","BOL",1,2041
"2466","Bosnia and Herzegovina","BIH",1,2041
"2467","Botswana","BWA",1,2041
"2468","Brazil","BRA",1,2041
"2469","Brunei Darussalam","BRN",1,2041
"2470","Bulgaria","BGR",1,2041
"2471","Cambodia","KHM",1,2041
"2472","Cameroon","CMR",1,2041
"2473","Canada","CAN",1,2041
"2474","Chile","CHL",1,2041
"2475","China","CHN",1,2041
"2476","Colombia","COL",1,2041
"2477","Costa Rica","CRI",1,2041
"2478","Croatia","HRV",1,2041
"2479","Cuba","CUB",1,2041
"2480","Cyprus","CYP",1,2041
"2481","Denmark","DNK",1,2041
"2482","Dominican Republic","DOM",1,2041
"2483","Ecuador","ECU",1,2041
"2484","Egypt","EGY",1,2041
"2485","El Salvador","SLV",1,2041
"2486","Eritrea","ERI",1,2041
"2487","Estonia","EST",1,2041
"2488","Ethiopia","ETH",1,2041
"2489","Finland","FIN",1,2041
"2490","France","FRA",1,2041
"2491","Gabon","GAB",1,2041
"2492","Georgia","GEO",1,2041
"2493","Germany","DEU",1,2041
"2494","Ghana","GHA",1,2041
"2495","Gibraltar","GIB",1,2041
"2496","Greece","GRC",1,2041
"2497","Guatemala","GTM",1,2041
"2498","Haiti","HTI",1,2041
"2499","Honduras","HND",1,2041
"2500","Hungary","HUN",1,2041
"2501","Iceland","ISL",1,2041
"2502","India","IND",1,2041
"2503","Indonesia","IDN",1,2041
"2504","Iraq","IRQ",1,2041
"2505","Ireland","IRL",1,2041
"2506","Israel","ISR",1,2041
"2507","Italy","ITA",1,2041
"2508","Jamaica","JAM",1,2041
"2509","Japan","JPN",1,2041
"2510","Jordan","JOR",1,2041
"2511","Kazakhstan","KAZ",1,2041
"2512","Kenya","KEN",1,2041
"2513","Korea","KOR",1,2041
"2514","Kosovo","XKX",1,2041
"2515","Kuwait","KWT",1,2041
"2516","Latvia","LVA",1,2041
"2517","Lebanon","LBN",1,2041
"2518","Libya","LBY",1,2041
"2519","Lithuania","LTU",1,2041
"2520","Luxembourg","LUX",1,2041
"2521","Malaysia","MYS",1,2041
"2522","Malta","MLT",1,2041
"2523","Mauritius","MUS",1,2041
"2524","Mexico","MEX",1,2041
"2525","Mongolia","MNG",1,2041
"2526","Montenegro","MNE",1,2041
"2527","Morocco","MAR",1,2041
"2528","Mozambique","MOZ",1,2041
"2529","Myanmar","MMR",1,2041
"2530","Namibia","NAM",1,2041
"2531","Nepal","NPL",1,2041
"2532","Netherlands","NLD",1,2041
"2533","New Zealand","NZL",1,2041
"2534","Nicaragua","NIC",1,2041
"2535","Niger","NER",1,2041
"2536","Nigeria","NGA",1,2041
"2537","Norway","NOR",1,2041
"2538","Oman","OMN",1,2041
"2539","Pakistan","PAK",1,2041
"2540","Panama","PAN",1,2041
"2541","Paraguay","PRY",1,2041
"2542","Peru","PER",1,2041
"2543","Philippines","PHL",1,2041
"2544","Poland","POL",1,2041
"2545","Portugal","PRT",1,2041
"2546","Qatar","QAT",1,2041
"2547","Romania","ROU",1,2041
"2548","Russian Federation","RUS",1,2041
"2549","Saudi Arabia","SAU",1,2041
"2550","Senegal","SEN",1,2041
"2551","Serbia","SRB",1,2041
"2552","Singapore","SGP",1,2041
"2553","Slovak Republic","SVK",1,2041
"2554","Slovenia","SVN",1,2041
"2555","South Africa","ZAF",1,2041
"2556","South Sudan","SSD",1,2041
"2557","Spain","ESP",1,2041
"2558","Sri Lanka","LKA",1,2041
"2559","Sudan","SDN",1,2041
"2560","Suriname","SUR",1,2041
"2561","Sweden","SWE",1,2041
"2562","Switzerland","CHE",1,2041
"2563","Syrian Arab Republic","SYR",1,2041
"2564","Tajikistan","TJK",1,2041
"2565","Thailand","THA",1,2041
"2566","Togo","TGO",1,2041
"2567","Trinidad and Tobago","TTO",1,2041
"2568","Tunisia","TUN",1,2041
"2569","Turkey","TUR",1,2041
"2570","Turkmenistan","TKM",1,2041
"2571","Ukraine","UKR",1,2041
"2572","United Arab Emirates","ARE",1,2041
"2573","United Kingdom","GBR",1,2041
"2574","United States","USA",1,2041
"2575","Uruguay","URY",1,2041
"2576","Uzbekistan","UZB",1,2041
"2577","Venezuela","VEN",1,2041
"2578","Vietnam","VNM",1,2041
"2579","Zambia","ZMB",1,2041
"2580","Zimbabwe","ZWE",1,2041
"2581","Albania","ALB",1,2042
"2582","Algeria","DZA",1,2042
"2583","Angola","AGO",1,2042
"2584","Argentina","ARG",1,2042
"2585","Armenia","ARM",1,2042
"2586","Australia","AUS",1,2042
"2587","Austria","AUT",1,2042
"2588","Azerbaijan","AZE",1,2042
"2589","Bahrain","BHR",1,2042
"2590","Bangladesh","BGD",1,2042
"2591","Belarus","BLR",1,2042
"2592","Belgium","BEL",1,2042
"2593","Benin","BEN",1,2042
"2594","Bolivia","BOL",1,2042
"2595","Bosnia and Herzegovina","BIH",1,2042
"2596","Botswana","BWA",1,2042
"2597","Brazil","BRA",1,2042
"2598","Brunei Darussalam","BRN",1,2042
"2599","Bulgaria","BGR",1,2042
"2600","Cambodia","KHM",1,2042
"2601","Cameroon","CMR",1,2042
"2602","Canada","CAN",1,2042
"2603","Chile","CHL",1,2042
"2604","China","CHN",1,2042
"2605","Colombia","COL",1,2042
"2606","Costa Rica","CRI",1,2042
"2607","Croatia","HRV",1,2042
"2608","Cuba","CUB",1,2042
"2609","Cyprus","CYP",1,2042
"2610","Denmark","DNK",1,2042
"2611","Dominican Republic","DOM",1,2042
"2612","Ecuador","ECU",1,2042
"2613","Egypt","EGY",1,2042
"2614","El Salvador","SLV",1,2042
"2615","Eritrea","ERI",1,2042
"2616","Estonia","EST",1,2042
"2617","Ethiopia","ETH",1,2042
"2618","Finland","FIN",1,2042
"2619","France","FRA",1,2042
"2620","Gabon","GAB",1,2042
"2621","Georgia","GEO",1,2042
"2622","Germany","DEU",1,2042
"2623","Ghana","GHA",1,2042
"2624","Gibraltar","GIB",1,2042
"2625","Greece","GRC",1,2042
"2626","Guatemala","GTM",1,2042
"2627","Haiti","HTI",1,2042
"2628","Honduras","HND",1,2042
"2629","Hungary","HUN",1,2042
"2630","Iceland","ISL",1,2042
"2631","India","IND",1,2042
"2632","Indonesia","IDN",1,2042
"2633","Iraq","IRQ",1,2042
"2634","Ireland","IRL",1,2042
"2635","Israel","ISR",1,2042
"2636","Italy","ITA",1,2042
"2637","Jamaica","JAM",1,2042
"2638","Japan","JPN",1,2042
"2639","Jordan","JOR",1,2042
"2640","Kazakhstan","KAZ",1,2042
"2641","Kenya","KEN",1,2042
"2642","Korea","KOR",1,2042
"2643","Kosovo","XKX",1,2042
"2644","Kuwait","KWT",1,2042
"2645","Latvia","LVA",1,2042
"2646","Lebanon","LBN",1,2042
"2647","Libya","LBY",1,2042
"2648","Lithuania","LTU",1,2042
"2649","Luxembourg","LUX",1,2042
"2650","Malaysia","MYS",1,2042
"2651","Malta","MLT",1,2042
"2652","Mauritius","MUS",1,2042
"2653","Mexico","MEX",1,2042
"2654","Mongolia","MNG",1,2042
"2655","Montenegro","MNE",1,2042
"2656","Morocco","MAR",1,2042
"2657","Mozambique","MOZ",1,2042
"2658","Myanmar","MMR",1,2042
"2659","Namibia","NAM",1,2042
"2660","Nepal","NPL",1,2042
"2661","Netherlands","NLD",1,2042
"2662","New Zealand","NZL",1,2042
"2663","Nicaragua","NIC",1,2042
"2664","Niger","NER",1,2042
"2665","Nigeria","NGA",1,2042
"2666","Norway","NOR",1,2042
"2667","Oman","OMN",1,2042
"2668","Pakistan","PAK",1,2042
"2669","Panama","PAN",1,2042
"2670","Paraguay","PRY",1,2042
"2671","Peru","PER",1,2042
"2672","Philippines","PHL",1,2042
"2673","Poland","POL",1,2042
"2674","Portugal","PRT",1,2042
"2675","Qatar","QAT",1,2042
"2676","Romania","ROU",1,2042
"2677","Russian Federation","RUS",1,2042
"2678","Saudi Arabia","SAU",1,2042
"2679","Senegal","SEN",1,2042
"2680","Serbia","SRB",1,2042
"2681","Singapore","SGP",1,2042
"2682","Slovak Republic","SVK",1,2042
"2683","Slovenia","SVN",1,2042
"2684","South Africa","ZAF",1,2042
"2685","South Sudan","SSD",1,2042
"2686","Spain","ESP",1,2042
"2687","Sri Lanka","LKA",1,2042
"2688","Sudan","SDN",1,2042
"2689","Suriname","SUR",1,2042
"2690","Sweden","SWE",1,2042
"2691","Switzerland","CHE",1,2042
"2692","Syrian Arab Republic","SYR",1,2042
"2693","Tajikistan","TJK",1,2042
"2694","Thailand","THA",1,2042
"2695","Togo","TGO",1,2042
"2696","Trinidad and Tobago","TTO",1,2042
"2697","Tunisia","TUN",1,2042
"2698","Turkey","TUR",1,2042
"2699","Turkmenistan","TKM",1,2042
"2700","Ukraine","UKR",1,2042
"2701","United Arab Emirates","ARE",1,2042
"2702","United Kingdom","GBR",1,2042
"2703","United States","USA",1,2042
"2704","Uruguay","URY",1,2042
"2705","Uzbekistan","UZB",1,2042
"2706","Venezuela","VEN",1,2042
"2707","Vietnam","VNM",1,2042
"2708","Zambia","ZMB",1,2042
"2709","Zimbabwe","ZWE",1,2042
"2710","Albania","ALB",1,2043
"2711","Algeria","DZA",1,2043
"2712","Angola","AGO",1,2043
"2713","Argentina","ARG",1,2043
"2714","Armenia","ARM",1,2043
"2715","Australia","AUS",1,2043
"2716","Austria","AUT",1,2043
"2717","Azerbaijan","AZE",1,2043
"2718","Bahrain","BHR",1,2043
"2719","Bangladesh","BGD",1,2043
"2720","Belarus","BLR",1,2043
"2721","Belgium","BEL",1,2043
"2722","Benin","BEN",1,2043
"2723","Bolivia","BOL",1,2043
"2724","Bosnia and Herzegovina","BIH",1,2043
"2725","Botswana","BWA",1,2043
"2726","Brazil","BRA",1,2043
"2727","Brunei Darussalam","BRN",1,2043
"2728","Bulgaria","BGR",1,2043
"2729","Cambodia","KHM",1,2043
"2730","Cameroon","CMR",1,2043
"2731","Canada","CAN",1,2043
"2732","Chile","CHL",1,2043
"2733","China","CHN",1,2043
"2734","Colombia","COL",1,2043
"2735","Costa Rica","CRI",1,2043
"2736","Croatia","HRV",1,2043
"2737","Cuba","CUB",1,2043
"2738","Cyprus","CYP",1,2043
"2739","Denmark","DNK",1,2043
"2740","Dominican Republic","DOM",1,2043
"2741","Ecuador","ECU",1,2043
"2742","Egypt","EGY",1,2043
"2743","El Salvador","SLV",1,2043
"2744","Eritrea","ERI",1,2043
"2745","Estonia","EST",1,2043
"2746","Ethiopia","ETH",1,2043
"2747","Finland","FIN",1,2043
"2748","France","FRA",1,2043
"2749","Gabon","GAB",1,2043
"2750","Georgia","GEO",1,2043
"2751","Germany","DEU",1,2043
"2752","Ghana","GHA",1,2043
"2753","Gibraltar","GIB",1,2043
"2754","Greece","GRC",1,2043
"2755","Guatemala","GTM",1,2043
"2756","Haiti","HTI",1,2043
"2757","Honduras","HND",1,2043
"2758","Hungary","HUN",1,2043
"2759","Iceland","ISL",1,2043
"2760","India","IND",1,2043
"2761","Indonesia","IDN",1,2043
"2762","Iraq","IRQ",1,2043
"2763","Ireland","IRL",1,2043
"2764","Israel","ISR",1,2043
"2765","Italy","ITA",1,2043
"2766","Jamaica","JAM",1,2043
"2767","Japan","JPN",1,2043
"2768","Jordan","JOR",1,2043
"2769","Kazakhstan","KAZ",1,2043
"2770","Kenya","KEN",1,2043
"2771","Korea","KOR",1,2043
"2772","Kosovo","XKX",1,2043
"2773","Kuwait","KWT",1,2043
"2774","Latvia","LVA",1,2043
"2775","Lebanon","LBN",1,2043
"2776","Libya","LBY",1,2043
"2777","Lithuania","LTU",1,2043
"2778","Luxembourg","LUX",1,2043
"2779","Malaysia","MYS",1,2043
"2780","Malta","MLT",1,2043
"2781","Mauritius","MUS",1,2043
"2782","Mexico","MEX",1,2043
"2783","Mongolia","MNG",1,2043
"2784","Montenegro","MNE",1,2043
"2785","Morocco","MAR",1,2043
"2786","Mozambique","MOZ",1,2043
"2787","Myanmar","MMR",1,2043
"2788","Namibia","NAM",1,2043
"2789","Nepal","NPL",1,2043
"2790","Netherlands","NLD",1,2043
"2791","New Zealand","NZL",1,2043
"2792","Nicaragua","NIC",1,2043
"2793","Niger","NER",1,2043
"2794","Nigeria","NGA",1,2043
"2795","Norway","NOR",1,2043
"2796","Oman","OMN",1,2043
"2797","Pakistan","PAK",1,2043
"2798","Panama","PAN",1,2043
"2799","Paraguay","PRY",1,2043
"2800","Peru","PER",1,2043
"2801","Philippines","PHL",1,2043
"2802","Poland","POL",1,2043
"2803","Portugal","PRT",1,2043
"2804","Qatar","QAT",1,2043
"2805","Romania","ROU",1,2043
"2806","Russian Federation","RUS",1,2043
"2807","Saudi Arabia","SAU",1,2043
"2808","Senegal","SEN",1,2043
"2809","Serbia","SRB",1,2043
"2810","Singapore","SGP",1,2043
"2811","Slovak Republic","SVK",1,2043
"2812","Slovenia","SVN",1,2043
"2813","South Africa","ZAF",1,2043
"2814","South Sudan","SSD",1,2043
"2815","Spain","ESP",1,2043
"2816","Sri Lanka","LKA",1,2043
"2817","Sudan","SDN",1,2043
"2818","Suriname","SUR",1,2043
"2819","Sweden","SWE",1,2043
"2820","Switzerland","CHE",1,2043
"2821","Syrian Arab Republic","SYR",1,2043
"2822","Tajikistan","TJK",1,2043
"2823","Thailand","THA",1,2043
"2824","Togo","TGO",1,2043
"2825","Trinidad and Tobago","TTO",1,2043
"2826","Tunisia","TUN",1,2043
"2827","Turkey","TUR",1,2043
"2828","Turkmenistan","TKM",1,2043
"2829","Ukraine","UKR",1,2043
"2830","United Arab Emirates","ARE",1,2043
"2831","United Kingdom","GBR",1,2043
"2832","United States","USA",1,2043
"2833","Uruguay","URY",1,2043
"2834","Uzbekistan","UZB",1,2043
"2835","Venezuela","VEN",1,2043
"2836","Vietnam","VNM",1,2043
"2837","Zambia","ZMB",1,2043
"2838","Zimbabwe","ZWE",1,2043
"2839","Albania","ALB",1,2044
"2840","Algeria","DZA",1,2044
"2841","Angola","AGO",1,2044
"2842","Argentina","ARG",1,2044
"2843","Armenia","ARM",1,2044
"2844","Australia","AUS",1,2044
"2845","Austria","AUT",1,2044
"2846","Azerbaijan","AZE",1,2044
"2847","Bahrain","BHR",1,2044
"2848","Bangladesh","BGD",1,2044
"2849","Belarus","BLR",1,2044
"2850","Belgium","BEL",1,2044
"2851","Benin","BEN",1,2044
"2852","Bolivia","BOL",1,2044
"2853","Bosnia and Herzegovina","BIH",1,2044
"2854","Botswana","BWA",1,2044
"2855","Brazil","BRA",1,2044
"2856","Brunei Darussalam","BRN",1,2044
"2857","Bulgaria","BGR",1,2044
"2858","Cambodia","KHM",1,2044
"2859","Cameroon","CMR",1,2044
"2860","Canada","CAN",1,2044
"2861","Chile","CHL",1,2044
"2862","China","CHN",1,2044
"2863","Colombia","COL",1,2044
"2864","Costa Rica","CRI",1,2044
"2865","Croatia","HRV",1,2044
"2866","Cuba","CUB",1,2044
"2867","Cyprus","CYP",1,2044
"2868","Denmark","DNK",1,2044
"2869","Dominican Republic","DOM",1,2044
"2870","Ecuador","ECU",1,2044
"2871","Egypt","EGY",1,2044
"2872","El Salvador","SLV",1,2044
"2873","Eritrea","ERI",1,2044
"2874","Estonia","EST",1,2044
"2875","Ethiopia","ETH",1,2044
"2876","Finland","FIN",1,2044
"2877","France","FRA",1,2044
"2878","Gabon","GAB",1,2044
"2879","Georgia","GEO",1,2044
"2880","Germany","DEU",1,2044
"2881","Ghana","GHA",1,2044
"2882","Gibraltar","GIB",1,2044
"2883","Greece","GRC",1,2044
"2884","Guatemala","GTM",1,2044
"2885","Haiti","HTI",1,2044
"2886","Honduras","HND",1,2044
"2887","Hungary","HUN",1,2044
"2888","Iceland","ISL",1,2044
"2889","India","IND",1,2044
"2890","Indonesia","IDN",1,2044
"2891","Iraq","IRQ",1,2044
"2892","Ireland","IRL",1,2044
"2893","Israel","ISR",1,2044
"2894","Italy","ITA",1,2044
"2895","Jamaica","JAM",1,2044
"2896","Japan","JPN",1,2044
"2897","Jordan","JOR",1,2044
"2898","Kazakhstan","KAZ",1,2044
"2899","Kenya","KEN",1,2044
"2900","Korea","KOR",1,2044
"2901","Kosovo","XKX",1,2044
"2902","Kuwait","KWT",1,2044
"2903","Latvia","LVA",1,2044
"2904","Lebanon","LBN",1,2044
"2905","Libya","LBY",1,2044
"2906","Lithuania","LTU",1,2044
"2907","Luxembourg","LUX",1,2044
"2908","Malaysia","MYS",1,2044
"2909","Malta","MLT",1,2044
"2910","Mauritius","MUS",1,2044
"2911","Mexico","MEX",1,2044
"2912","Mongolia","MNG",1,2044
"2913","Montenegro","MNE",1,2044
"2914","Morocco","MAR",1,2044
"2915","Mozambique","MOZ",1,2044
"2916","Myanmar","MMR",1,2044
"2917","Namibia","NAM",1,2044
"2918","Nepal","NPL",1,2044
"2919","Netherlands","NLD",1,2044
"2920","New Zealand","NZL",1,2044
"2921","Nicaragua","NIC",1,2044
"2922","Niger","NER",1,2044
"2923","Nigeria","NGA",1,2044
"2924","Norway","NOR",1,2044
"2925","Oman","OMN",1,2044
"2926","Pakistan","PAK",1,2044
"2927","Panama","PAN",1,2044
"2928","Paraguay","PRY",1,2044
"2929","Peru","PER",1,2044
"2930","Philippines","PHL",1,2044
"2931","Poland","POL",1,2044
"2932","Portugal","PRT",1,2044
"2933","Qatar","QAT",1,2044
"2934","Romania","ROU",1,2044
"2935","Russian Federation","RUS",1,2044
"2936","Saudi Arabia","SAU",1,2044
"2937","Senegal","SEN",1,2044
"2938","Serbia","SRB",1,2044
"2939","Singapore","SGP",1,2044
"2940","Slovak Republic","SVK",1,2044
"2941","Slovenia","SVN",1,2044
"2942","South Africa","ZAF",1,2044
"2943","South Sudan","SSD",1,2044
"2944","Spain","ESP",1,2044
"2945","Sri Lanka","LKA",1,2044
"2946","Sudan","SDN",1,2044
"2947","Suriname","SUR",1,2044
"2948","Sweden","SWE",1,2044
"2949","Switzerland","CHE",1,2044
"2950","Syrian Arab Republic","SYR",1,2044
"2951","Tajikistan","TJK",1,2044
"2952","Thailand","THA",1,2044
"2953","Togo","TGO",1,2044
"2954","Trinidad and Tobago","TTO",1,2044
"2955","Tunisia","TUN",1,2044
"2956","Turkey","TUR",1,2044
"2957","Turkmenistan","TKM",1,2044
"2958","Ukraine","UKR",1,2044
"2959","United Arab Emirates","ARE",1,2044
"2960","United Kingdom","GBR",1,2044
"2961","United States","USA",1,2044
"2962","Uruguay","URY",1,2044
"2963","Uzbekistan","UZB",1,2044
"2964","Venezuela","VEN",1,2044
"2965","Vietnam","VNM",1,2044
"2966","Zambia","ZMB",1,2044
"2967","Zimbabwe","ZWE",1,2044
"2968","Albania","ALB",1,2045
"2969","Algeria","DZA",1,2045
"2970","Angola","AGO",1,2045
"2971","Argentina","ARG",1,2045
"2972","Armenia","ARM",1,2045
"2973","Australia","AUS",1,2045
"2974","Austria","AUT",1,2045
"2975","Azerbaijan","AZE",1,2045
"2976","Bahrain","BHR",1,2045
"2977","Bangladesh","BGD",1,2045
"2978","Belarus","BLR",1,2045
"2979","Belgium","BEL",1,2045
"2980","Benin","BEN",1,2045
"2981","Bolivia","BOL",1,2045
"2982","Bosnia and Herzegovina","BIH",1,2045
"2983","Botswana","BWA",1,2045
"2984","Brazil","BRA",1,2045
"2985","Brunei Darussalam","BRN",1,2045
"2986","Bulgaria","BGR",1,2045
"2987","Cambodia","KHM",1,2045
"2988","Cameroon","CMR",1,2045
"2989","Canada","CAN",1,2045
"2990","Chile","CHL",1,2045
"2991","China","CHN",1,2045
"2992","Colombia","COL",1,2045
"2993","Costa Rica","CRI",1,2045
"2994","Croatia","HRV",1,2045
"2995","Cuba","CUB",1,2045
"2996","Cyprus","CYP",1,2045
"2997","Denmark","DNK",1,2045
"2998","Dominican Republic","DOM",1,2045
"2999","Ecuador","ECU",1,2045
"3000","Egypt","EGY",1,2045
"3001","El Salvador","SLV",1,2045
"3002","Eritrea","ERI",1,2045
"3003","Estonia","EST",1,2045
"3004","Ethiopia","ETH",1,2045
"3005","Finland","FIN",1,2045
"3006","France","FRA",1,2045
"3007","Gabon","GAB",1,2045
"3008","Georgia","GEO",1,2045
"3009","Germany","DEU",1,2045
"3010","Ghana","GHA",1,2045
"3011","Gibraltar","GIB",1,2045
"3012","Greece","GRC",1,2045
"3013","Guatemala","GTM",1,2045
"3014","Haiti","HTI",1,2045
"3015","Honduras","HND",1,2045
"3016","Hungary","HUN",1,2045
"3017","Iceland","ISL",1,2045
"3018","India","IND",1,2045
"3019","Indonesia","IDN",1,2045
"3020","Iraq","IRQ",1,2045
"3021","Ireland","IRL",1,2045
"3022","Israel","ISR",1,2045
"3023","Italy","ITA",1,2045
"3024","Jamaica","JAM",1,2045
"3025","Japan","JPN",1,2045
"3026","Jordan","JOR",1,2045
"3027","Kazakhstan","KAZ",1,2045
"3028","Kenya","KEN",1,2045
"3029","Korea","KOR",1,2045
"3030","Kosovo","XKX",1,2045
"3031","Kuwait","KWT",1,2045
"3032","Latvia","LVA",1,2045
"3033","Lebanon","LBN",1,2045
"3034","Libya","LBY",1,2045
"3035","Lithuania","LTU",1,2045
"3036","Luxembourg","LUX",1,2045
"3037","Malaysia","MYS",1,2045
"3038","Malta","MLT",1,2045
"3039","Mauritius","MUS",1,2045
"3040","Mexico","MEX",1,2045
"3041","Mongolia","MNG",1,2045
"3042","Montenegro","MNE",1,2045
"3043","Morocco","MAR",1,2045
"3044","Mozambique","MOZ",1,2045
"3045","Myanmar","MMR",1,2045
"3046","Namibia","NAM",1,2045
"3047","Nepal","NPL",1,2045
"3048","Netherlands","NLD",1,2045
"3049","New Zealand","NZL",1,2045
"3050","Nicaragua","NIC",1,2045
"3051","Niger","NER",1,2045
"3052","Nigeria","NGA",1,2045
"3053","Norway","NOR",1,2045
"3054","Oman","OMN",1,2045
"3055","Pakistan","PAK",1,2045
"3056","Panama","PAN",1,2045
"3057","Paraguay","PRY",1,2045
"3058","Peru","PER",1,2045
"3059","Philippines","PHL",1,2045
"3060","Poland","POL",1,2045
