,Nation,Year,Oil and oil products (PJ),Gas (PJ),Coal and coal products (PJ),Biofuels and waste (PJ),Heat (PJ),Electricity (PJ),Other sources (PJ),Total final energy use (PJ),Pseudo Total (PJ),frac_scoe_heat_energy_commercial_municipal_coal,frac_scoe_heat_energy_commercial_municipal_diesel,frac_scoe_heat_energy_commercial_municipal_electricity,frac_scoe_heat_energy_commercial_municipal_gasoline,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,frac_scoe_heat_energy_commercial_municipal_hydrogen,frac_scoe_heat_energy_commercial_municipal_kerosene,frac_scoe_heat_energy_commercial_municipal_natural_gas,frac_scoe_heat_energy_commercial_municipal_solid_biomass,gdp_mmm_usd,gdp_class
318,Netherlands,2014,4.0,120.89,0.0,6.11,8.3,128.12,0.23,267.65,152.342,0.0,0.02100536949757782,0.08410024812592719,0.0026256711871972273,0.0015097609326384057,0.0,0.0026256711871972273,0.8480261516850244,0.04010712738443765,694.59807606,1
319,Netherlands,2015,6.4,130.61,0.0,5.88,4.8,131.24,0.23,279.15,161.04400000000004,0.0,0.03179255358783935,0.08149325650132883,0.0039740691984799185,0.0014281811182037204,0.0,0.0039740691984799185,0.840826109634634,0.03651176076103424,709.0362313,1
320,Netherlands,2016,6.1,131.01,0.1,5.91,6.6,130.27,0.23,280.21,162.97699999999998,0.0006135835117838715,0.029942875375052927,0.07993152408008494,0.003742859421881616,0.0014112420771029044,0.0,0.003742859421881616,0.8443522705657854,0.036262785546426805,719.24557998,1
321,Netherlands,2017,6.5,130.58,0.1,7.36,8.8,131.9,0.23,285.46,166.76000000000005,0.0005996641880546892,0.03118253777884384,0.07909570640441352,0.00389781722235548,0.0013792276325257852,0.0,0.00389781722235548,0.835811945310626,0.04413528424082513,729.45492866,1
322,Netherlands,2018,8.2,126.78,0.1,8.14,8.1,132.74,0.23,284.29,164.824,0.0006067077610056788,0.03980002912197252,0.0805343881958938,0.004975003640246565,0.0013954278503130611,0.0,0.004975003640246565,0.8183274280444595,0.049386011745862254,739.66427734,1
323,Netherlands,2019,9.2,121.3,0.1,8.8,9.6,132.02,0.24,281.25,162.442,0.0006156043387793797,0.04530847933416234,0.08127208480565372,0.005663559916770293,0.0014774504130705111,0.0,0.005663559916770293,0.8058260794622081,0.054173181812585416,749.87362602,1
324,New Zealand,2011,6.0,5.65,1.29,0.26,0.0,32.3,2.46,47.96,18.89,0.06829010058231869,0.25410269984118583,0.1709899417681313,0.03176283748014823,0.13022763366860773,0.0,0.03176283748014823,0.29910005293806247,0.013763896241397565,117.26512486,1
325,New Zealand,2012,5.14,7.87,1.42,0.26,0.0,33.71,2.53,50.91,20.591,0.06896216793744839,0.19969889757661113,0.16371230149094265,0.024962362197076392,0.12286921470545382,0.0,0.024962362197076392,0.38220581807585835,0.012626875819532805,120.86742912,1
326,New Zealand,2013,5.28,7.76,1.46,0.26,0.0,33.61,2.54,50.92,20.661,0.07066453705048158,0.20444315376796862,0.16267363631963602,0.025555394220996078,0.12293693432070082,0.0,0.025555394220996078,0.3755868544600939,0.012584095639126857,124.46973338,1
327,New Zealand,2014,5.64,8.88,1.0,0.26,0.0,33.52,2.51,51.82,21.642000000000003,0.04620645042047869,0.20848350429719983,0.15488402180944458,0.02606043803714998,0.11597819055540151,0.0,0.02606043803714998,0.41031327973385084,0.01201367710932446,128.07203764,1
328,New Zealand,2015,6.14,9.01,0.99,0.26,0.0,34.17,2.47,53.05,22.287000000000003,0.044420514201103774,0.2203975411674967,0.15331807780320367,0.02754969264593709,0.11082693947144075,0.0,0.02754969264593709,0.4042715484363081,0.011665993628572709,131.6743419,1
329,New Zealand,2016,6.78,8.09,1.08,0.26,0.0,34.19,2.45,52.84,22.079000000000004,0.048915258843244706,0.24566329996829564,0.15485302776393856,0.030707912496036955,0.11096517052402734,0.0,0.030707912496036955,0.3664115222609719,0.0117758956474478,134.72337284,1
330,New Zealand,2017,7.89,8.06,1.0,0.26,0.0,33.71,2.41,53.33,22.991000000000003,0.04349528076203731,0.27454221216997954,0.1466225914488278,0.03431777652124744,0.10482362663650993,0.0,0.03431777652124744,0.35057196294202075,0.011308772998129702,137.77240378,1
331,New Zealand,2018,7.08,8.6,0.77,0.26,0.0,34.14,2.38,53.24,22.504,0.03421613935300391,0.25168858869534305,0.15170636331318876,0.03146107358691788,0.10575897618201208,0.0,0.03146107358691788,0.3821542836829008,0.011553501599715606,140.82143472,1
332,New Zealand,2019,10.4,8.51,0.88,0.26,0.0,34.43,2.38,56.86,25.873,0.03401229080508638,0.3215707494299076,0.13307308777490048,0.04019634367873845,0.09198778649557453,0.0,0.04019634367873845,0.32891431221736944,0.010049085919684612,143.87046566,1
333,North Macedonia,2011,2.32,0.08,0.01,0.14,0.68,5.31,0.09,8.63,3.851,0.0025967281225655675,0.48195273954816925,0.13788626330823164,0.060244092443521156,0.023370553103090105,0.0,0.060244092443521156,0.19735133731498314,0.03635419371591795,17.912114938,2
334,North Macedonia,2012,3.15,0.09,0.07,0.22,0.62,5.34,0.09,9.57,4.773999999999999,0.014662756598240474,0.527859237536657,0.11185588604943446,0.06598240469208212,0.018852115626309177,0.0,0.06598240469208212,0.14872224549643906,0.04608294930875577,18.531747326,2
335,North Macedonia,2013,2.46,0.11,0.06,0.12,0.5,5.12,0.07,8.45,3.832,0.015657620041753653,0.5135699373695198,0.13361169102296452,0.06419624217118998,0.018267223382045932,0.0,0.06419624217118998,0.15918580375782881,0.031315240083507306,19.151379714,2
336,North Macedonia,2014,2.24,0.2,0.03,0.17,0.43,5.07,0.07,8.21,3.6470000000000007,0.00822593912805045,0.491362763915547,0.13901837126405261,0.061420345489443376,0.019193857965451054,0.0,0.061420345489443376,0.17274472168905947,0.046613655058952555,19.771012102,2
337,North Macedonia,2015,2.62,0.23,0.03,0.18,0.48,5.27,0.06,8.87,4.127,0.00726920281075842,0.507874969711655,0.1276956627089896,0.06348437121395688,0.01453840562151684,0.0,0.06348437121395688,0.17203779985461595,0.04361521686455052,20.39064449,2
338,North Macedonia,2016,2.77,0.24,0.03,0.17,0.49,5.16,0.05,8.91,4.266,0.007032348804500703,0.5194561650257853,0.1209563994374121,0.06493202062822316,0.011720581340834505,0.0,0.06493202062822316,0.17112048757618378,0.03984997655883732,20.815364598,2
339,North Macedonia,2017,2.58,0.27,0.04,0.19,0.53,5.33,0.04,8.99,4.183000000000001,0.009562514941429595,0.4934257709777671,0.12742051159454934,0.061678221372220884,0.009562514941429595,0.0,0.061678221372220884,0.1912502988285919,0.04542194597179058,21.240084706,2
340,North Macedonia,2018,2.4,0.25,0.03,0.18,0.51,5.39,0.04,8.8,3.9490000000000003,0.007596859964547986,0.4861990377310711,0.13649025069637882,0.06077487971638389,0.010129146619397315,0.0,0.06077487971638389,0.192453785768549,0.04558115978728792,21.664804814,2
341,North Macedonia,2019,2.41,0.24,0.02,0.18,0.46,5.5,0.04,8.86,3.900000000000001,0.005128205128205127,0.4943589743589743,0.141025641025641,0.06179487179487179,0.010256410256410255,0.0,0.06179487179487179,0.17948717948717943,0.04615384615384614,22.089524922,2
342,Norway,2011,11.57,0.98,0.0,1.51,9.52,89.51,0.0,113.08,32.531,0.0,0.28452860348590575,0.27515293105038274,0.03556607543573822,0.0,0.0,0.03556607543573822,0.3227690510589899,0.04641726353324521,242.43518474,1
343,Norway,2012,10.56,1.19,0.0,1.59,10.64,93.08,0.0,117.06,33.288000000000004,0.0,0.25378514780100936,0.2796202835856765,0.03172314347512617,0.0,0.0,0.03172314347512617,0.3553833213169911,0.04776496034607065,248.83771998,1
344,Norway,2013,10.7,0.99,0.0,1.72,12.06,93.8,0.0,119.26,34.85,0.0,0.24562410329985654,0.2691535150645624,0.030703012912482067,0.0,0.0,0.030703012912482067,0.3744619799139168,0.049354375896700144,255.24025522,1
345,Norway,2014,10.27,0.78,0.0,1.67,11.46,88.77,0.0,112.95,33.057,0.0,0.24854039991529778,0.26853616480624376,0.031067549989412222,0.0,0.0,0.031067549989412222,0.3702695344405118,0.050518800859122116,261.64279046,1
346,Norway,2015,10.88,1.0,0.0,1.58,11.98,88.78,0.0,114.22,34.318,0.0,0.25362783378984793,0.25869805932746665,0.03170347922373099,0.0,0.0,0.03170347922373099,0.37822716941546713,0.0460399790197564,268.0453257,1
347,Norway,2016,13.37,1.05,0.0,1.71,12.73,94.02,0.0,122.87,38.262,0.0,0.2795462861324552,0.24572683079818095,0.0349432857665569,0.0,0.0,0.0349432857665569,0.36014845015942715,0.044691861376822954,271.41348456,1
348,Norway,2017,13.09,1.09,0.0,1.91,13.95,89.9,0.0,119.95,39.03,0.0,0.2683064309505509,0.23033563925185754,0.03353830386881886,0.0,0.0,0.03353830386881886,0.38534460671278503,0.04893671534716884,274.78164342,1
349,Norway,2018,13.84,0.76,0.0,2.1,14.27,91.31,0.0,122.29,40.101000000000006,0.0,0.27610284032817134,0.22770005735517815,0.03451285504102142,0.0,0.0,0.03451285504102142,0.37480362085733515,0.05236777137727238,278.14980228,1
350,Norway,2019,13.06,1.52,0.0,3.36,13.67,91.47,0.0,123.09,40.757,0.0,0.25634860269401577,0.22442770567019163,0.03204357533675197,0.0,0.0,0.03204357533675197,0.37269671467477977,0.0824398262875089,281.51796114,1
351,Poland,2011,28.57,78.26,33.6,9.83,42.64,159.11,0.24,352.24,209.05100000000002,0.1607263299386274,0.10933217253206155,0.07611061415635419,0.013666521566507694,0.0011480452138473386,0.0,0.013666521566507694,0.5783277764755969,0.047022018550497244,675.9731793,2
352,Poland,2012,22.15,80.86,34.13,9.15,43.17,159.79,0.31,349.57,205.74900000000005,0.16588172968033862,0.08612435540391446,0.0776625888825705,0.010765544425489307,0.0015066901904748015,0.0,0.010765544425489307,0.602821884918031,0.04447166207369172,703.0081938,2
353,Poland,2013,17.76,76.48,31.7,9.98,46.04,155.3,0.4,337.65,197.89,0.1601900045479812,0.07179746323715197,0.07847794229117187,0.008974682904643996,0.0020213249785234226,0.0,0.008974682904643996,0.6191318409217242,0.050432058214159386,730.0432083,1
354,Poland,2014,18.21,67.41,28.04,8.9,40.43,162.65,0.44,326.08,179.69500000000002,0.15604218258716154,0.08107070313586912,0.09051448287375831,0.01013383789198364,0.002448593450012521,0.0,0.01013383789198364,0.6001279946576142,0.049528367511616905,757.0782228,1
355,Poland,2015,17.44,71.8,26.62,9.6,37.63,163.62,0.46,327.18,179.912,0.14796122548801635,0.0775490239672729,0.09094446173684913,0.009693627995909112,0.002556805549379697,0.0,0.009693627995909112,0.6082418071056961,0.05335942016096758,784.1132373,1
356,Poland,2016,17.62,80.97,27.97,10.92,44.78,172.08,0.47,354.81,199.938,0.13989336694375257,0.07050185557522834,0.08606668067100803,0.008812731946903542,0.0023507287259050304,0.0,0.008812731946903542,0.6289449729416119,0.0546169312486871,812.65161498,1
357,Poland,2017,18.38,60.81,27.39,10.81,48.43,169.27,0.48,335.56,183.227,0.14948670228732666,0.08025018146888832,0.09238267285934934,0.01003127268361104,0.0026197012449038623,0.0,0.01003127268361104,0.5962003416527041,0.05899785511960574,841.18999266,1
358,Poland,2018,18.74,56.32,26.25,10.39,41.81,177.99,0.5,332.0,171.80900000000003,0.1527859425292039,0.08725968953896476,0.10359759966008766,0.010907461192370595,0.0029102084291276935,0.0,0.010907461192370595,0.5711575063006011,0.06047413115727348,869.72837034,1
359,Poland,2019,17.1,56.46,21.4,10.35,44.43,176.72,0.51,326.96,167.922,0.1274401210085635,0.08146639511201631,0.10523933731137076,0.010183299389002039,0.003037124379176046,0.0,0.010183299389002039,0.6008146639511202,0.06163575945974917,898.26674802,1
360,Portugal,2011,7.66,9.11,0.0,0.58,0.69,58.57,1.06,77.68,24.956999999999997,0.0,0.24554233281243742,0.23468365588812762,0.030692791601554678,0.042473053652281934,0.0,0.030692791601554678,0.39267540169090837,0.023239972753135395,221.74526774,1
361,Portugal,2012,6.02,9.12,0.0,2.19,1.03,57.63,1.19,77.18,25.313000000000002,0.0,0.19025797021293403,0.22766957689724648,0.023782246276616754,0.04701141705842847,0.0,0.023782246276616754,0.40097973373365453,0.08651680954450282,222.66584398,1
362,Portugal,2013,5.36,9.16,0.0,1.41,1.07,56.55,1.27,74.81,23.925,0.0,0.17922675026123303,0.23636363636363636,0.022403343782654128,0.05308254963427377,0.0,0.022403343782654128,0.42758620689655175,0.05893416927899686,223.58642022,1
363,Portugal,2014,6.35,9.04,0.0,1.46,1.08,60.32,1.34,79.59,25.302,0.0,0.20077464232076517,0.23840012647221565,0.025096830290095646,0.052960240297209714,0.0,0.025096830290095646,0.3999683819460912,0.05770294838352699,224.50699646,1
364,Portugal,2015,6.89,9.78,0.0,1.45,1.02,61.89,1.41,82.44,26.738999999999997,0.0,0.20614084296346166,0.23145966565690568,0.025767605370432708,0.05273196454616852,0.0,0.025767605370432708,0.4039044092898014,0.05422790680279742,225.4275727,1
365,Portugal,2016,6.09,10.58,0.0,1.22,0.96,59.24,1.46,79.55,26.233999999999998,0.0,0.18571319661507968,0.2258138293817184,0.02321414957688496,0.05565296942898529,0.0,0.02321414957688496,0.4398871693222536,0.04650453609819319,228.3651733,1
366,Portugal,2017,5.86,10.7,0.0,1.48,1.06,58.93,1.54,79.57,26.533,0.0,0.1766856367542306,0.2221007801605548,0.022085704594278825,0.058040930162439226,0.0,0.022085704594278825,0.44322164851317225,0.05577959522104549,231.3027739,1
367,Portugal,2018,6.81,10.95,0.0,1.36,1.04,60.3,1.62,82.08,27.810000000000002,0.0,0.19590075512405608,0.21682847896440127,0.02448759439050701,0.05825242718446602,0.0,0.02448759439050701,0.4311398777418194,0.04890327220424308,234.2403745,1
368,Portugal,2019,6.91,10.26,0.0,1.15,1.0,59.2,1.69,80.22,26.93,0.0,0.20527292981804682,0.21982918678054217,0.025659116227255852,0.06275529149647234,0.0,0.025659116227255852,0.4181210545859636,0.04270330486446342,237.1779751,1
369,Romania,2011,4.49,31.65,0.03,0.0,9.43,28.33,0.36,74.29,48.793,0.0006148422929518579,0.0736171172094358,0.05806160719775378,0.009202139651179475,0.007378107515422294,0.0,0.009202139651179475,0.8419240464820773,0.0,216.1638146,2
370,Romania,2012,3.21,31.99,0.02,0.0,9.81,28.43,0.38,73.83,48.253,0.00041448200111910143,0.05321948894369262,0.05891861645908027,0.006652436117961577,0.007875158021262927,0.0,0.006652436117961577,0.8662673823389219,0.0,223.5716583,2
371,Romania,2013,3.31,32.85,0.03,0.0,9.34,28.66,0.57,74.75,48.96600000000001,0.0006126700159294203,0.054078340072703505,0.05853040885512396,0.006759792509087938,0.011640730302658985,0.0,0.006759792509087938,0.861618265735408,0.0,230.979502,2
372,Romania,2014,3.26,32.48,0.02,0.28,7.76,29.6,0.65,74.05,47.41,0.0004218519299725797,0.055009491668424386,0.0624340856359418,0.006876186458553048,0.01371018772410884,0.0,0.006876186458553048,0.8487660831048301,0.005905927019616116,238.3873457,2
373,Romania,2015,3.47,31.43,0.02,0.27,7.7,30.27,0.64,73.78,46.55700000000001,0.0004295809437893334,0.05962583499795948,0.06501707584251562,0.007453229374744935,0.013746590201258669,0.0,0.007453229374744935,0.8404751165238309,0.005799342741156002,245.7951894,2
374,Romania,2016,3.73,31.92,0.04,0.26,8.02,30.89,0.79,75.65,47.849,0.0008359631340257895,0.0623628497983239,0.0645572530251416,0.007795356224790487,0.016510271897009345,0.0,0.007795356224790487,0.8347091893247508,0.005433760371167632,255.17621912,2
375,Romania,2017,3.76,34.0,0.0,0.19,7.44,30.77,0.92,77.09,49.38699999999999,0.0,0.06090671634235731,0.062303845141433986,0.007613339542794664,0.01862838398768907,0.0,0.007613339542794664,0.8390872091846033,0.0038471662583270906,264.55724884,2
376,Romania,2018,4.35,34.06,0.03,4.49,7.08,31.51,0.89,82.42,54.051,0.0005550313592717988,0.06438363767552867,0.05829679376884794,0.008047954709441084,0.016465930325063365,0.0,0.008047954709441084,0.7611330040147268,0.08306969343767923,273.93827856,2
377,Romania,2019,4.56,33.93,0.02,4.47,6.2,31.78,0.89,81.83,53.248000000000005,0.0003756009615384615,0.06850961538461538,0.05968299278846154,0.008563701923076922,0.016714242788461536,0.0,0.008563701923076922,0.753643329326923,0.08394681490384615,283.31930828,2
378,Serbia,2011,6.5,3.67,11.6,0.48,3.37,18.01,0.11,43.75,27.531,0.4213432131052268,0.18887799208165343,0.06541716610366496,0.02360974901020668,0.003995495986342668,0.0,0.02360974901020668,0.25571174312593076,0.017434891576768006,89.941116692,2
379,Serbia,2012,4.29,4.14,5.17,0.24,3.27,17.7,0.1,34.92,18.979999999999997,0.2723919915700738,0.18082191780821924,0.09325605900948368,0.022602739726027405,0.005268703898840887,0.0,0.022602739726027405,0.39041095890410965,0.012644889357218126,93.619405444,2
380,Serbia,2013,2.46,4.05,3.83,1.23,4.34,17.64,0.08,33.62,17.754,0.21572603356989972,0.11084825954714429,0.09935789117945253,0.013856032443393037,0.004506026810859524,0.0,0.013856032443393037,0.47256956178889264,0.06928016221696519,97.297694196,2
381,Serbia,2014,2.85,4.77,2.01,2.01,4.18,16.44,0.09,32.34,17.554000000000002,0.1145038167938931,0.1298849265124758,0.09365386806425885,0.016235615814059474,0.005127036572860885,0.0,0.016235615814059474,0.5098553036344992,0.1145038167938931,100.975982948,2
382,Serbia,2015,3.06,5.68,2.71,2.14,5.23,17.71,0.09,36.62,20.681,0.1310381509598182,0.11836951791499445,0.08563415695565979,0.014796189739374306,0.004351820511580677,0.0,0.014796189739374306,0.5275373531260578,0.10347662105314057,104.6542717,2
383,Serbia,2016,3.09,6.55,2.82,1.28,5.26,18.02,0.08,37.11,20.881999999999998,0.13504453596398813,0.11837946556843215,0.08629441624365483,0.014797433196054019,0.0038310506656450537,0.0,0.014797433196054019,0.565558854515851,0.06129681065032086,107.66368506,2
384,Serbia,2017,2.81,7.82,1.84,2.16,5.95,18.69,0.09,39.35,22.539,0.08163627490128222,0.09973823150982741,0.08292293358179156,0.012467278938728427,0.003993078663649673,0.0,0.012467278938728427,0.6109410355384001,0.09583388792759218,110.67309842,2
385,Serbia,2018,2.69,8.34,1.32,1.15,5.08,18.66,0.08,37.32,20.526,0.06430868167202573,0.10484263860469649,0.09090909090909091,0.013105329825587061,0.00389749585891065,0.0,0.013105329825587061,0.6538049303322615,0.056026502971840586,113.68251178,2
386,Serbia,2019,2.44,7.8,1.53,1.14,4.6,18.56,0.09,36.15,19.456,0.0786389802631579,0.10032894736842106,0.09539473684210525,0.012541118421052632,0.004625822368421052,0.0,0.012541118421052632,0.6373355263157894,0.05859374999999999,116.69192514,2
387,Slovak Republic,2011,0.09,14.94,13.13,0.79,8.41,29.64,0.06,67.06,40.38399999999999,0.32512876386687806,0.0017828843106180666,0.07339540412044376,0.00022286053882725833,0.0014857369255150557,0.0,0.00022286053882725833,0.5781992868462759,0.0195622028526149,114.02728192,1
388,Slovak Republic,2012,0.51,26.97,3.79,1.06,5.16,23.22,0.06,60.76,39.872,0.09505417335473515,0.010232744783306581,0.058236356340288925,0.0012790930979133227,0.0015048154093097912,0.0,0.0012790930979133227,0.8058286516853932,0.026585072231139647,118.88391564,1
389,Slovak Republic,2013,0.5,32.32,7.04,0.49,4.04,27.18,0.05,71.62,47.158,0.14928538105941727,0.008482123923830527,0.05763603206242843,0.0010602654904788159,0.0010602654904788159,0.0,0.0010602654904788159,0.7710250646761949,0.010390601806692394,123.74054936,1
390,Slovak Republic,2014,0.63,20.66,4.49,1.2,2.46,22.12,0.08,51.64,31.732,0.1414975419135258,0.015883020294970376,0.06970881129459222,0.001985377536871297,0.0025211143325349805,0.0,0.001985377536871297,0.7286020421026094,0.037816714988024705,128.59718308,1
391,Slovak Republic,2015,0.58,22.03,4.56,1.26,1.21,24.72,0.06,54.41,32.172,0.14173815740395376,0.014422479174437399,0.07683700111898546,0.0018028098968046748,0.0018649757553151811,0.0,0.0018028098968046748,0.7223672758920802,0.0391644908616188,133.4538168,1
392,Slovak Republic,2016,0.45,22.31,2.39,0.67,3.89,25.01,0.07,54.78,32.281,0.07403735943743998,0.011152070877606024,0.07747591462470185,0.001394008859700753,0.0021684582262011714,0.0,0.001394008859700753,0.8116229360924383,0.020755243022211208,136.5473911,1
393,Slovak Republic,2017,0.27,23.93,2.99,1.4,3.47,27.63,0.06,59.74,34.882999999999996,0.08571510477883211,0.006192127970644728,0.07920763695783047,0.000774015996330591,0.001720035547401313,0.0,0.000774015996330591,0.7854828999799329,0.0401341627726973,139.6409654,1
394,Slovak Republic,2018,0.27,20.49,3.48,1.4,3.36,25.98,0.06,55.05,31.657999999999998,0.10992482153010298,0.006822919957040876,0.08206456503885276,0.0008528649946301094,0.0018952555436224652,0.0,0.0008528649946301094,0.7533640785899298,0.044222629351190854,142.7345397,1
395,Slovak Republic,2019,0.35,16.71,5.11,1.5,3.07,23.95,0.06,50.75,29.195,0.1750299708854256,0.009590683336187702,0.08203459496489125,0.0011988354170234627,0.002055146429183079,0.0,0.0011988354170234627,0.6775132728206885,0.05137866072957698,145.828114,1
396,Slovenia,2011,6.35,1.65,0.0,0.09,1.79,11.74,0.63,22.25,11.684000000000001,0.0,0.43478260869565216,0.10047928791509757,0.05434782608695652,0.053919890448476546,0.0,0.05434782608695652,0.2944197192742211,0.007702841492639506,53.031449968,1
397,Slovenia,2012,4.56,0.55,0.0,0.09,1.92,11.4,0.46,18.98,8.719999999999999,0.0,0.41834862385321103,0.13073394495412846,0.05229357798165138,0.05275229357798166,0.0,0.05229357798165138,0.28325688073394495,0.010321100917431193,54.549784936,1
398,Slovenia,2013,4.05,1.33,0.0,0.08,2.08,11.58,0.46,19.58,9.158000000000001,0.0,0.3537890369076217,0.12644682245031666,0.04422362961345271,0.05022930770910679,0.0,0.04422362961345271,0.3723520419305525,0.008735531775496833,56.068119904,1
399,Slovenia,2014,2.9,1.54,0.0,0.07,1.61,11.31,0.46,17.89,7.711,0.0,0.30086888860070027,0.14667358319284138,0.037608611075087534,0.05965503825703541,0.0,0.037608611075087534,0.4085073271949164,0.009077940604331475,57.586454872,1
400,Slovenia,2015,3.07,2.1,0.0,0.06,1.82,11.64,0.35,19.03,8.564000000000002,0.0,0.2867818776272769,0.13591779542269966,0.035847734703409614,0.04086875291919662,0.0,0.035847734703409614,0.45773003269500223,0.007006071929005136,59.10478984,1
401,Slovenia,2016,3.62,2.73,0.0,0.05,1.74,12.11,0.36,20.62,9.711000000000002,0.0,0.29821851508598496,0.12470394398105239,0.03727731438574812,0.03707136237256718,0.0,0.03727731438574812,0.4603027494593758,0.005148800329523221,60.544853018,1
402,Slovenia,2017,2.75,2.06,0.0,0.03,2.12,12.69,0.47,20.13,8.699,0.0,0.25290263248649275,0.1458788366478906,0.031612829060811594,0.05402919875847798,0.0,0.031612829060811594,0.4805150017243361,0.003448672261179446,61.984916196,1
403,Slovenia,2018,3.04,1.1,0.0,0.05,2.29,12.94,0.45,19.87,8.224,0.0,0.2957198443579767,0.1573443579766537,0.03696498054474709,0.054717898832684825,0.0,0.03696498054474709,0.41220817120622566,0.006079766536964981,63.424979374,1
404,Slovenia,2019,2.54,1.18,0.0,0.04,1.95,12.67,0.49,18.87,7.4670000000000005,0.0,0.27213070845051557,0.16967992500334808,0.034016338556314446,0.06562207044328378,0.0,0.034016338556314446,0.4191777152805678,0.005356903709655819,64.865042552,1
405,South Africa,2011,6.68,0.04,48.88,0.0,0.0,107.34,0.0,162.94,66.33400000000002,0.7368770163113937,0.08056200440196579,0.1618174691711641,0.010070250550245723,0.0,0.0,0.010070250550245723,0.0006030090149847739,0.0,480.74210126,2
406,South Africa,2012,6.11,0.04,80.38,0.0,0.0,102.9,0.0,189.43,96.82000000000002,0.8302003718240031,0.05048543689320388,0.10627969427804171,0.006310679611650485,0.0,0.0,0.006310679611650485,0.00041313778145011355,0.0,501.89214352,2
407,South Africa,2013,8.71,0.04,84.53,0.0,0.0,102.37,0.0,195.65,103.51700000000001,0.8165808514543504,0.06731261531922293,0.09889196943497204,0.008414076914902867,0.0,0.0,0.008414076914902867,0.0003864099616488113,0.0,523.04218578,2
408,South Africa,2014,7.4,0.07,86.74,0.0,0.0,101.69,0.0,195.9,104.37899999999998,0.8310100690751973,0.05671638931202638,0.09742381130303991,0.007089548664003298,0.0,0.0,0.007089548664003298,0.0006706329817300417,0.0,544.19222804,2
409,South Africa,2015,5.84,0.06,75.1,0.0,0.0,103.8,0.0,184.81,91.38,0.8218428540161961,0.05112716130444298,0.11359159553512806,0.006390895163055373,0.0,0.0,0.006390895163055373,0.0006565988181221274,0.0,565.3422703,2
410,South Africa,2016,6.11,0.06,66.44,0.0,0.0,133.2,0.0,205.82,85.93,0.7731874781799138,0.056883509833585484,0.15500989177237284,0.0071104387291981855,0.0,0.0,0.0071104387291981855,0.0006982427557314092,0.0,564.92654126,2
411,South Africa,2017,8.01,1.11,110.54,0.0,0.0,103.96,0.0,223.62,130.056,0.8499415636341268,0.04927108322568739,0.07993479731807837,0.006158885403210924,0.0,0.0,0.006158885403210924,0.008534785015685551,0.0,564.51081222,2
412,South Africa,2018,8.47,1.15,109.93,0.0,0.0,105.3,0.0,224.85,130.08,0.8450953259532595,0.052091020910209104,0.08095018450184502,0.006511377613776138,0.0,0.0,0.006511377613776138,0.00884071340713407,0.0,564.09508318,2
413,South Africa,2019,7.82,1.15,110.1,0.0,0.0,103.53,0.0,222.59,129.423,0.8506988711434598,0.048337621597397684,0.0799935096543891,0.0060422026996747105,0.0,0.0,0.0060422026996747105,0.008885592205403985,0.0,563.67935414,2
414,Spain,2011,52.84,65.25,0.0,2.7,0.0,273.94,1.6,396.31,149.784,0.0,0.282219729744165,0.1828900283074294,0.03527746621802062,0.010682048816963094,0.0,0.03527746621802062,0.4356273033167762,0.018025957378625224,1283.0473794,1
415,Spain,2012,51.1,60.28,0.0,3.03,0.0,263.22,1.72,379.34,142.452,0.0,0.2869738578608935,0.18477803049448238,0.03587173223261169,0.012074242551877123,0.0,0.03587173223261169,0.42316008199253086,0.021270322634992837,1302.9423538,1
416,Spain,2013,51.3,53.71,0.0,3.51,0.0,250.17,1.75,360.45,135.28699999999998,0.0,0.30335508955036333,0.18491798916377777,0.03791938619379542,0.012935463126538399,0.0,0.03791938619379542,0.39700784258650135,0.025944843185228442,1322.8373282,1
417,Spain,2014,42.35,51.51,0.0,3.68,0.0,230.32,1.88,329.73,122.45200000000003,0.0,0.27667984189723316,0.1880900271126645,0.034584980237154145,0.015352954627119194,0.0,0.034584980237154145,0.42065462385261154,0.030052592036063107,1342.7323026,1
418,Spain,2015,38.19,64.72,0.0,4.16,0.0,244.21,1.99,353.28,133.481,0.0,0.22888650819217718,0.18295487747319847,0.028610813524022147,0.014908488848600175,0.0,0.028610813524022147,0.4848630142117605,0.031165484226219464,1362.627277,1
419,Spain,2016,42.75,63.34,0.0,6.86,0.0,228.22,1.99,343.15,137.76200000000003,0.0,0.2482542355656857,0.1656625194175462,0.031031779445710714,0.014445202595781127,0.0,0.031031779445710714,0.4597784585008928,0.04979602502867263,1377.1134526,1
420,Spain,2017,42.67,61.65,0.0,7.24,0.0,245.91,2.03,359.5,138.181,0.0,0.2470383048320681,0.17796223793430355,0.030879788104008512,0.014690876459136927,0.0,0.030879788104008512,0.4461539574905377,0.05239504707593663,1391.5996282,1
421,Spain,2018,45.47,62.51,0.0,7.23,0.0,236.75,2.06,354.02,140.945,0.0,0.2580864876370215,0.16797332292738304,0.03226081095462769,0.014615630210365747,0.0,0.03226081095462769,0.4435063322572635,0.05129660505871085,1406.0858038,1
422,Spain,2019,40.59,61.75,0.0,7.4,0.0,236.14,2.08,347.97,135.434,0.0,0.23976254116396178,0.17435798986960438,0.029970317645495223,0.015358034171626032,0.0,0.029970317645495223,0.4559416394701478,0.05463916003366954,1420.5719794,1
