Year,Nation,iso_code3,population_gnrl_rural
2042,French Polynesia,PYF,123049.171021168
2043,French Polynesia,PYF,123151.89230881199
2044,French Polynesia,PYF,123254.613596456
2045,French Polynesia,PYF,123357.33488410001
2046,French Polynesia,PYF,123346.361987696
2047,French Polynesia,PYF,123335.38909129199
2048,French Polynesia,PYF,123324.416194888
2049,French Polynesia,PYF,123313.44329848401
2050,French Polynesia,PYF,123302.47040208
2021,Qatar,QAT,18080.175848992
2022,Qatar,QAT,16558.2200351839
2023,Qatar,QAT,15036.2642213759
2024,Qatar,QAT,13514.3084075678
2025,Qatar,QAT,11992.3525937597
2026,Qatar,QAT,10135.833998591701
2027,Qatar,QAT,8279.31540342374
2028,Qatar,QAT,6422.79680825577
2029,Qatar,QAT,4566.2782130878
2030,Qatar,QAT,2709.75961791984
2031,Qatar,QAT,8708.91288433587
2032,Qatar,QAT,14708.0661507519
2033,Qatar,QAT,20707.2194171679
2034,Qatar,QAT,26706.372683584
2035,Qatar,QAT,32705.52595
2036,Qatar,QAT,33114.380026
2037,Qatar,QAT,33523.234101999995
2038,Qatar,QAT,33932.088178
2039,Qatar,QAT,34340.942254
2040,Qatar,QAT,34749.796330000005
2041,Qatar,QAT,35104.875792
2042,Qatar,QAT,35459.955254
2043,Qatar,QAT,35815.034716
2044,Qatar,QAT,36170.114177999996
2045,Qatar,QAT,36525.19364
2046,Qatar,QAT,36814.789256000004
2047,Qatar,QAT,37104.384872
2048,Qatar,QAT,37393.980488
2049,Qatar,QAT,37683.576104
2050,Qatar,QAT,37973.17172
2021,Romania,ROU,9466823.60895061
2022,Romania,ROU,9421642.33334922
2023,Romania,ROU,9376461.05774783
2024,Romania,ROU,9331279.78214644
2025,Romania,ROU,9286098.50654505
2026,Romania,ROU,9238652.98265032
2027,Romania,ROU,9191207.45875559
2028,Romania,ROU,9143761.93486086
2029,Romania,ROU,9096316.41096613
2030,Romania,ROU,9048870.8870714
2031,Romania,ROU,8998944.16861702
2032,Romania,ROU,8949017.45016264
2033,Romania,ROU,8899090.73170826
2034,Romania,ROU,8849164.01325388
2035,Romania,ROU,8799237.2947995
2036,Romania,ROU,8746087.8063152
2037,Romania,ROU,8692938.3178309
2038,Romania,ROU,8639788.8293466
2039,Romania,ROU,8586639.3408623
2040,Romania,ROU,8533489.852378
2041,Romania,ROU,8476248.71062093
2042,Romania,ROU,8419007.56886386
2043,Romania,ROU,8361766.42710679
2044,Romania,ROU,8304525.28534972
2045,Romania,ROU,8247284.14359265
2046,Romania,ROU,8185278.34472576
2047,Romania,ROU,8123272.54585887
2048,Romania,ROU,8061266.74699198
2049,Romania,ROU,7999260.94812509
2050,Romania,ROU,7937255.1492582
2021,Russian Federation,RUS,35618554.7210336
2022,Russian Federation,RUS,35395726.8602052
2023,Russian Federation,RUS,35172898.9993768
2024,Russian Federation,RUS,34950071.138548404
2025,Russian Federation,RUS,34727243.277720004
2026,Russian Federation,RUS,34496427.7067032
2027,Russian Federation,RUS,34265612.135686405
2028,Russian Federation,RUS,34034796.5646696
2029,Russian Federation,RUS,33803980.9936528
2030,Russian Federation,RUS,33573165.422635995
2031,Russian Federation,RUS,33351720.7748844
2032,Russian Federation,RUS,33130276.1271328
2033,Russian Federation,RUS,32908831.4793812
2034,Russian Federation,RUS,32687386.8316296
2035,Russian Federation,RUS,32465942.183878005
2036,Russian Federation,RUS,32267655.7869404
2037,Russian Federation,RUS,32069369.390002802
2038,Russian Federation,RUS,31871082.993065197
2039,Russian Federation,RUS,31672796.5961276
2040,Russian Federation,RUS,31474510.199190002
2041,Russian Federation,RUS,31284247.691238
2042,Russian Federation,RUS,31093985.183286
2043,Russian Federation,RUS,30903722.675334003
2044,Russian Federation,RUS,30713460.167382002
2045,Russian Federation,RUS,30523197.659429997
2046,Russian Federation,RUS,30335571.157208003
2047,Russian Federation,RUS,30147944.654985998
2048,Russian Federation,RUS,29960318.152764
2049,Russian Federation,RUS,29772691.650542
2050,Russian Federation,RUS,29585065.14832
2021,Rwanda,RWA,11597824.706522001
2022,Rwanda,RWA,11843037.257815199
2023,Rwanda,RWA,12088249.8091083
2024,Rwanda,RWA,12333462.3604015
2025,Rwanda,RWA,12578674.9116947
2026,Rwanda,RWA,12820422.284392599
2027,Rwanda,RWA,13062169.657090599
2028,Rwanda,RWA,13303917.0297885
2029,Rwanda,RWA,13545664.402486501
2030,Rwanda,RWA,13787411.775184399
2031,Rwanda,RWA,14032687.4481404
2032,Rwanda,RWA,14277963.1210965
2033,Rwanda,RWA,14523238.7940525
2034,Rwanda,RWA,14768514.4670086
2035,Rwanda,RWA,15013790.1399646
2036,Rwanda,RWA,15260180.121023402
2037,Rwanda,RWA,15506570.102082098
2038,Rwanda,RWA,15752960.0831409
2039,Rwanda,RWA,15999350.0641996
2040,Rwanda,RWA,16245740.045258401
2041,Rwanda,RWA,16482294.601676902
2042,Rwanda,RWA,16718849.1580954
2043,Rwanda,RWA,16955403.7145139
2044,Rwanda,RWA,17191958.2709324
2045,Rwanda,RWA,17428512.8273509
2046,Rwanda,RWA,17646470.5607517
2047,Rwanda,RWA,17864428.2941525
2048,Rwanda,RWA,18082386.0275534
2049,Rwanda,RWA,18300343.760954197
2050,Rwanda,RWA,18518301.494355
2021,Saudi Arabia,SAU,5488004.1014498
2022,Saudi Arabia,SAU,5516304.846738599
2023,Saudi Arabia,SAU,5544605.592027401
2024,Saudi Arabia,SAU,5572906.3373162
2025,Saudi Arabia,SAU,5601207.082605001
2026,Saudi Arabia,SAU,5611806.82050204
2027,Saudi Arabia,SAU,5622406.55839908
2028,Saudi Arabia,SAU,5633006.29629612
2029,Saudi Arabia,SAU,5643606.03419316
2030,Saudi Arabia,SAU,5654205.7720902
2031,Saudi Arabia,SAU,5647356.01469128
2032,Saudi Arabia,SAU,5640506.25729236
2033,Saudi Arabia,SAU,5633656.49989344
2034,Saudi Arabia,SAU,5626806.74249453
2035,Saudi Arabia,SAU,5619956.98509561
2036,Saudi Arabia,SAU,5594664.69050189
2037,Saudi Arabia,SAU,5569372.39590817
2038,Saudi Arabia,SAU,5544080.10131445
2039,Saudi Arabia,SAU,5518787.80672073
2040,Saudi Arabia,SAU,5493495.51212701
2041,Saudi Arabia,SAU,5448280.32517701
2042,Saudi Arabia,SAU,5403065.13822701
2043,Saudi Arabia,SAU,5357849.95127701
2044,Saudi Arabia,SAU,5312634.76432701
2045,Saudi Arabia,SAU,5267419.57737701
2046,Saudi Arabia,SAU,5203730.82992931
2047,Saudi Arabia,SAU,5140042.08248161
2048,Saudi Arabia,SAU,5076353.33503391
2049,Saudi Arabia,SAU,5012664.58758621
2050,Saudi Arabia,SAU,4948975.84013852
2021,Sudan,SDN,35615711.9437256
2022,Sudan,SDN,36148097.5966158
2023,Sudan,SDN,36680483.249506
2024,Sudan,SDN,37212868.9023962
2025,Sudan,SDN,37745254.5552864
2026,Sudan,SDN,38242213.3167817
2027,Sudan,SDN,38739172.078276895
2028,Sudan,SDN,39236130.8397722
2029,Sudan,SDN,39733089.6012674
2030,Sudan,SDN,40230048.362762704
2031,Sudan,SDN,40675816.529115796
2032,Sudan,SDN,41121584.6954688
2033,Sudan,SDN,41567352.8618219
2034,Sudan,SDN,42013121.0281749
2035,Sudan,SDN,42458889.194528006
2036,Sudan,SDN,42839707.2228544
2037,Sudan,SDN,43220525.2511808
2038,Sudan,SDN,43601343.279507205
2039,Sudan,SDN,43982161.3078336
2040,Sudan,SDN,44362979.33616
2041,Sudan,SDN,44666291.923078
2042,Sudan,SDN,44969604.5099959
2043,Sudan,SDN,45272917.0969139
2044,Sudan,SDN,45576229.683831796
2045,Sudan,SDN,45879542.2707498
2046,Sudan,SDN,46105052.7322146
2047,Sudan,SDN,46330563.1936794
2048,Sudan,SDN,46556073.6551441
2049,Sudan,SDN,46781584.116608895
2050,Sudan,SDN,47007094.5780737
2021,Senegal,SEN,8208004.30659744
2022,Senegal,SEN,8296431.72295648
2023,Senegal,SEN,8384859.13931552
2024,Senegal,SEN,8473286.55567456
2025,Senegal,SEN,8561713.9720336
2026,Senegal,SEN,8633220.75980516
2027,Senegal,SEN,8704727.54757672
2028,Senegal,SEN,8776234.33534828
2029,Senegal,SEN,8847741.12311984
2030,Senegal,SEN,8919247.9108914
2031,Senegal,SEN,8974804.94403352
2032,Senegal,SEN,9030361.97717564
2033,Senegal,SEN,9085919.01031776
2034,Senegal,SEN,9141476.04345988
2035,Senegal,SEN,9197033.076602
2036,Senegal,SEN,9231333.2433452
2037,Senegal,SEN,9265633.4100884
2038,Senegal,SEN,9299933.5768316
2039,Senegal,SEN,9334233.7435748
2040,Senegal,SEN,9368533.910317998
2041,Senegal,SEN,9380405.1859312
2042,Senegal,SEN,9392276.4615444
2043,Senegal,SEN,9404147.737157598
2044,Senegal,SEN,9416019.0127708
2045,Senegal,SEN,9427890.288384
2046,Senegal,SEN,9416601.77309356
2047,Senegal,SEN,9405313.25780312
2048,Senegal,SEN,9394024.74251268
2049,Senegal,SEN,9382736.22722224
2050,Senegal,SEN,9371447.7119318
2021,Singapore,SGP,0.0
2022,Singapore,SGP,0.0
2023,Singapore,SGP,0.0
2024,Singapore,SGP,0.0
2025,Singapore,SGP,0.0
2026,Singapore,SGP,0.0
2027,Singapore,SGP,0.0
2028,Singapore,SGP,0.0
2029,Singapore,SGP,0.0
2030,Singapore,SGP,0.0
2031,Singapore,SGP,0.0
2032,Singapore,SGP,0.0
2033,Singapore,SGP,0.0
2034,Singapore,SGP,0.0
2035,Singapore,SGP,0.0
2036,Singapore,SGP,0.0
2037,Singapore,SGP,0.0
2038,Singapore,SGP,0.0
2039,Singapore,SGP,0.0
2040,Singapore,SGP,0.0
2041,Singapore,SGP,0.0
2042,Singapore,SGP,0.0
2043,Singapore,SGP,0.0
2044,Singapore,SGP,0.0
2045,Singapore,SGP,0.0
2046,Singapore,SGP,0.0
2047,Singapore,SGP,0.0
2048,Singapore,SGP,0.0
2049,Singapore,SGP,0.0
2050,Singapore,SGP,0.0
2021,Solomon Islands,SLB,505621.47077904
2022,Solomon Islands,SLB,511182.37432428
2023,Solomon Islands,SLB,516743.27786952
2024,Solomon Islands,SLB,522304.18141476
2025,Solomon Islands,SLB,527865.08496
2026,Solomon Islands,SLB,532662.94252866
2027,Solomon Islands,SLB,537460.80009732
2028,Solomon Islands,SLB,542258.65766598
2029,Solomon Islands,SLB,547056.51523464
2030,Solomon Islands,SLB,551854.3728033
2031,Solomon Islands,SLB,555867.31330584
2032,Solomon Islands,SLB,559880.25380838
2033,Solomon Islands,SLB,563893.19431092
2034,Solomon Islands,SLB,567906.13481346
2035,Solomon Islands,SLB,571919.075316
2036,Solomon Islands,SLB,574820.0051013001
2037,Solomon Islands,SLB,577720.9348866
2038,Solomon Islands,SLB,580621.8646718999
2039,Solomon Islands,SLB,583522.7944572
2040,Solomon Islands,SLB,586423.7242425
2041,Solomon Islands,SLB,588024.9523314
2042,Solomon Islands,SLB,589626.1804203
2043,Solomon Islands,SLB,591227.4085091999
2044,Solomon Islands,SLB,592828.6365981
2045,Solomon Islands,SLB,594429.8646869999
2046,Solomon Islands,SLB,594953.46704448
2047,Solomon Islands,SLB,595477.06940196
2048,Solomon Islands,SLB,596000.67175944
2049,Solomon Islands,SLB,596524.27411692
2050,Solomon Islands,SLB,597047.8764744
2021,Sierra Leone,SLE,4229679.75031504
2022,Sierra Leone,SLE,4279369.78014373
2023,Sierra Leone,SLE,4329059.80997242
2024,Sierra Leone,SLE,4378749.83980111
2025,Sierra Leone,SLE,4428439.869629799
2026,Sierra Leone,SLE,4469956.18326797
2027,Sierra Leone,SLE,4511472.49690614
2028,Sierra Leone,SLE,4552988.81054431
2029,Sierra Leone,SLE,4594505.12418248
2030,Sierra Leone,SLE,4636021.43782065
2031,Sierra Leone,SLE,4670637.11564113
2032,Sierra Leone,SLE,4705252.79346161
2033,Sierra Leone,SLE,4739868.47128208
2034,Sierra Leone,SLE,4774484.14910256
2035,Sierra Leone,SLE,4809099.82692304
2036,Sierra Leone,SLE,4835349.50785889
2037,Sierra Leone,SLE,4861599.18879474
2038,Sierra Leone,SLE,4887848.86973059
2039,Sierra Leone,SLE,4914098.55066645
2040,Sierra Leone,SLE,4940348.2316023
2041,Sierra Leone,SLE,4956195.77512202
2042,Sierra Leone,SLE,4972043.31864174
2043,Sierra Leone,SLE,4987890.86216146
2044,Sierra Leone,SLE,5003738.40568118
2045,Sierra Leone,SLE,5019585.9492009
2046,Sierra Leone,SLE,5024127.04088012
2047,Sierra Leone,SLE,5028668.13255934
2048,Sierra Leone,SLE,5033209.22423856
2049,Sierra Leone,SLE,5037750.31591778
2050,Sierra Leone,SLE,5042291.407597
2021,El Salvador,SLV,1646674.33005927
2022,El Salvador,SLV,1598243.7573357
2023,El Salvador,SLV,1549813.18461212
2024,El Salvador,SLV,1501382.61188855
2025,El Salvador,SLV,1452952.03916498
2026,El Salvador,SLV,1402362.66535768
2027,El Salvador,SLV,1351773.29155038
2028,El Salvador,SLV,1301183.91774308
2029,El Salvador,SLV,1250594.54393578
2030,El Salvador,SLV,1200005.17012848
2031,El Salvador,SLV,1148896.82086952
2032,El Salvador,SLV,1097788.47161055
2033,El Salvador,SLV,1046680.12235159
2034,El Salvador,SLV,995571.77309262
2035,El Salvador,SLV,944463.423833655
2036,El Salvador,SLV,893586.3537652241
2037,El Salvador,SLV,842709.283696793
2038,El Salvador,SLV,791832.213628363
2039,El Salvador,SLV,740955.143559932
2040,El Salvador,SLV,690078.073491501
2041,El Salvador,SLV,639774.429087065
2042,El Salvador,SLV,589470.7846826289
2043,El Salvador,SLV,539167.1402781929
2044,El Salvador,SLV,488863.49587375706
2045,El Salvador,SLV,438559.851469321
2046,El Salvador,SLV,389483.44728156104
2047,El Salvador,SLV,340407.043093801
2048,El Salvador,SLV,291330.63890604104
2049,El Salvador,SLV,242254.23471828102
2050,El Salvador,SLV,193177.83053052102
2021,Somalia,SOM,6085002.68178133
2022,Somalia,SOM,6119187.97495316
2023,Somalia,SOM,6153373.26812499
2024,Somalia,SOM,6187558.56129682
2025,Somalia,SOM,6221743.85446865
2026,Somalia,SOM,6246474.42162036
2027,Somalia,SOM,6271204.98877207
2028,Somalia,SOM,6295935.55592378
2029,Somalia,SOM,6320666.12307549
2030,Somalia,SOM,6345396.6902272
2031,Somalia,SOM,6354911.49502076
2032,Somalia,SOM,6364426.29981432
2033,Somalia,SOM,6373941.10460788
2034,Somalia,SOM,6383455.90940144
2035,Somalia,SOM,6392970.714195
2036,Somalia,SOM,6380676.79195044
2037,Somalia,SOM,6368382.86970588
2038,Somalia,SOM,6356088.94746132
2039,Somalia,SOM,6343795.02521676
2040,Somalia,SOM,6331501.1029722
2041,Somalia,SOM,6298446.72470538
2042,Somalia,SOM,6265392.34643856
2043,Somalia,SOM,6232337.96817174
2044,Somalia,SOM,6199283.58990492
2045,Somalia,SOM,6166229.2116380995
2046,Somalia,SOM,6118209.08256024
2047,Somalia,SOM,6070188.95348238
2048,Somalia,SOM,6022168.82440452
2049,Somalia,SOM,5974148.69532666
2050,Somalia,SOM,5926128.5662488
2021,Serbia,SRB,4223659.62961394
2022,Serbia,SRB,4208746.48400241
2023,Serbia,SRB,4193833.33839089
2024,Serbia,SRB,4178920.19277936
2025,Serbia,SRB,4164007.04716784
2026,Serbia,SRB,4150843.34737267
2027,Serbia,SRB,4137679.6475775
2028,Serbia,SRB,4124515.94778234
2029,Serbia,SRB,4111352.24798717
2030,Serbia,SRB,4098188.548192
2031,Serbia,SRB,4084583.6215652
2032,Serbia,SRB,4070978.6949384003
2033,Serbia,SRB,4057373.7683115997
2034,Serbia,SRB,4043768.8416848
2035,Serbia,SRB,4030163.915058
2036,Serbia,SRB,4015527.9506727997
2037,Serbia,SRB,4000891.98628759
2038,Serbia,SRB,3986256.02190239
2039,Serbia,SRB,3971620.05751718
2040,Serbia,SRB,3956984.09313198
2041,Serbia,SRB,3941134.15779177
2042,Serbia,SRB,3925284.22245156
2043,Serbia,SRB,3909434.28711134
2044,Serbia,SRB,3893584.35177113
2045,Serbia,SRB,3877734.41643092
2046,Serbia,SRB,3861114.18882897
2047,Serbia,SRB,3844493.96122702
2048,Serbia,SRB,3827873.73362506
2049,Serbia,SRB,3811253.50602311
2050,Serbia,SRB,3794633.27842116
2021,Sao Tome and Principe,STP,46056.421345579
2022,Sao Tome and Principe,STP,44718.954675638
2023,Sao Tome and Principe,STP,43381.488005697
2024,Sao Tome and Principe,STP,42044.021335756
2025,Sao Tome and Principe,STP,40706.554665815
2026,Sao Tome and Principe,STP,39195.553103706
2027,Sao Tome and Principe,STP,37684.551541597
2028,Sao Tome and Principe,STP,36173.549979488
2029,Sao Tome and Principe,STP,34662.548417378996
2030,Sao Tome and Principe,STP,33151.54685527
2031,Sao Tome and Principe,STP,31481.698045576002
2032,Sao Tome and Principe,STP,29811.849235882
2033,Sao Tome and Principe,STP,28142.000426188
2034,Sao Tome and Principe,STP,26472.151616494
2035,Sao Tome and Principe,STP,24802.3028068
2036,Sao Tome and Principe,STP,23015.649698216002
2037,Sao Tome and Principe,STP,21228.996589632
2038,Sao Tome and Principe,STP,19442.343481048
2039,Sao Tome and Principe,STP,17655.690372464
2040,Sao Tome and Principe,STP,15869.03726388
2041,Sao Tome and Principe,STP,14009.108377778999
2042,Sao Tome and Principe,STP,12149.179491678
2043,Sao Tome and Principe,STP,10289.250605576999
2044,Sao Tome and Principe,STP,8429.32171947602
2045,Sao Tome and Principe,STP,6569.392833375029
2046,Sao Tome and Principe,STP,5677.978894700021
2047,Sao Tome and Principe,STP,4786.56495602502
2048,Sao Tome and Principe,STP,3895.1510173500105
2049,Sao Tome and Principe,STP,3003.7370786750103
2050,Sao Tome and Principe,STP,2112.32314
2021,Suriname,SUR,193173.029062026
2022,Suriname,SUR,192746.741482623
2023,Suriname,SUR,192320.453903219
2024,Suriname,SUR,191894.16632381603
2025,Suriname,SUR,191467.87874441198
2026,Suriname,SUR,190760.25473985102
2027,Suriname,SUR,190052.63073529
2028,Suriname,SUR,189345.006730729
2029,Suriname,SUR,188637.382726168
2030,Suriname,SUR,187929.75872160698
2031,Suriname,SUR,186926.36716612102
2032,Suriname,SUR,185922.97561063603
2033,Suriname,SUR,184919.58405515
2034,Suriname,SUR,183916.192499665
2035,Suriname,SUR,182912.80094417898
2036,Suriname,SUR,181623.747853448
2037,Suriname,SUR,180334.694762716
2038,Suriname,SUR,179045.641671984
2039,Suriname,SUR,177756.58858125302
2040,Suriname,SUR,176467.53549052103
2041,Suriname,SUR,174949.20442986302
2042,Suriname,SUR,173430.873369204
2043,Suriname,SUR,171912.542308545
2044,Suriname,SUR,170394.211247887
2045,Suriname,SUR,168875.880187228
2046,Suriname,SUR,167175.625894819
2047,Suriname,SUR,165475.371602411
2048,Suriname,SUR,163775.117310003
2049,Suriname,SUR,162074.863017594
2050,Suriname,SUR,160374.608725186
2021,Slovak Republic,SVK,2578951.4659889
2022,Slovak Republic,SVK,2565320.53833619
2023,Slovak Republic,SVK,2551689.61068349
2024,Slovak Republic,SVK,2538058.68303079
2025,Slovak Republic,SVK,2524427.75537808
2026,Slovak Republic,SVK,2507772.83598208
2027,Slovak Republic,SVK,2491117.91658607
2028,Slovak Republic,SVK,2474462.99719007
2029,Slovak Republic,SVK,2457808.07779406
2030,Slovak Republic,SVK,2441153.15839806
2031,Slovak Republic,SVK,2421508.53875817
2032,Slovak Republic,SVK,2401863.91911828
2033,Slovak Republic,SVK,2382219.29947839
2034,Slovak Republic,SVK,2362574.67983849
2035,Slovak Republic,SVK,2342930.0601986
2036,Slovak Republic,SVK,2322095.02212837
2037,Slovak Republic,SVK,2301259.98405813
2038,Slovak Republic,SVK,2280424.94598789
2039,Slovak Republic,SVK,2259589.90791765
2040,Slovak Republic,SVK,2238754.86984741
2041,Slovak Republic,SVK,2217867.93508915
2042,Slovak Republic,SVK,2196981.00033089
2043,Slovak Republic,SVK,2176094.06557263
2044,Slovak Republic,SVK,2155207.13081437
2045,Slovak Republic,SVK,2134320.19605611
2046,Slovak Republic,SVK,2113443.82058749
2047,Slovak Republic,SVK,2092567.44511887
2048,Slovak Republic,SVK,2071691.06965026
2049,Slovak Republic,SVK,2050814.69418164
2050,Slovak Republic,SVK,2029938.31871302
2021,Slovenia,SVN,936505.567226228
2022,Slovenia,SVN,933154.1230373959
2023,Slovenia,SVN,929802.678848564
2024,Slovenia,SVN,926451.2346597321
2025,Slovenia,SVN,923099.7904709
2026,Slovenia,SVN,919234.4836586841
2027,Slovenia,SVN,915369.176846468
2028,Slovenia,SVN,911503.8700342521
2029,Slovenia,SVN,907638.5632220359
2030,Slovenia,SVN,903773.25640982
2031,Slovenia,SVN,899642.081043756
2032,Slovenia,SVN,895510.905677692
2033,Slovenia,SVN,891379.730311628
2034,Slovenia,SVN,887248.554945564
2035,Slovenia,SVN,883117.3795795001
2036,Slovenia,SVN,878977.88318104
2037,Slovenia,SVN,874838.38678258
2038,Slovenia,SVN,870698.89038412
2039,Slovenia,SVN,866559.39398566
2040,Slovenia,SVN,862419.8975871999
2041,Slovenia,SVN,858207.6547543721
2042,Slovenia,SVN,853995.4119215441
2043,Slovenia,SVN,849783.1690887159
2044,Slovenia,SVN,845570.926255888
2045,Slovenia,SVN,841358.68342306
2046,Slovenia,SVN,836916.504008448
2047,Slovenia,SVN,832474.324593836
2048,Slovenia,SVN,828032.1451792241
2049,Slovenia,SVN,823589.9657646121
2050,Slovenia,SVN,819147.78635
2021,Sweden,SWE,1203479.27755871
2022,Sweden,SWE,1182350.70339522
2023,Sweden,SWE,1161222.12923173
2024,Sweden,SWE,1140093.55506824
2025,Sweden,SWE,1118964.98090475
2026,Sweden,SWE,1094726.7310501998
2027,Sweden,SWE,1070488.48119565
2028,Sweden,SWE,1046250.2313411
2029,Sweden,SWE,1022011.98148655
2030,Sweden,SWE,997773.731631999
2031,Sweden,SWE,970861.1420236691
2032,Sweden,SWE,943948.552415339
2033,Sweden,SWE,917035.9628070091
2034,Sweden,SWE,890123.3731986791
2035,Sweden,SWE,863210.783590349
2036,Sweden,SWE,834330.6868114191
2037,Sweden,SWE,805450.590032489
2038,Sweden,SWE,776570.49325356
2039,Sweden,SWE,747690.39647463
2040,Sweden,SWE,718810.2996956999
2041,Sweden,SWE,688049.98926412
2042,Sweden,SWE,657289.678832539
2043,Sweden,SWE,626529.368400959
2044,Sweden,SWE,595769.057969379
2045,Sweden,SWE,565008.747537799
2046,Sweden,SWE,532081.979790239
2047,Sweden,SWE,499155.21204267896
2048,Sweden,SWE,466228.44429511897
2049,Sweden,SWE,433301.676547559
2050,Sweden,SWE,400374.908799999
2021,Eswatini,SWZ,1010996.53174713
2022,Eswatini,SWZ,1017019.15669805
2023,Eswatini,SWZ,1023041.78164897
2024,Eswatini,SWZ,1029064.40659989
2025,Eswatini,SWZ,1035087.03155081
2026,Eswatini,SWZ,1039686.27005313
2027,Eswatini,SWZ,1044285.50855545
2028,Eswatini,SWZ,1048884.74705776
2029,Eswatini,SWZ,1053483.98556008
2030,Eswatini,SWZ,1058083.2240624
2031,Eswatini,SWZ,1061155.19952529
2032,Eswatini,SWZ,1064227.17498819
2033,Eswatini,SWZ,1067299.15045108
2034,Eswatini,SWZ,1070371.12591397
2035,Eswatini,SWZ,1073443.10137687
2036,Eswatini,SWZ,1075613.14205874
2037,Eswatini,SWZ,1077783.18274061
2038,Eswatini,SWZ,1079953.22342248
2039,Eswatini,SWZ,1082123.26410436
2040,Eswatini,SWZ,1084293.30478623
2041,Eswatini,SWZ,1085715.97971041
2042,Eswatini,SWZ,1087138.6546346
2043,Eswatini,SWZ,1088561.32955878
2044,Eswatini,SWZ,1089984.00448297
2045,Eswatini,SWZ,1091406.67940715
2046,Eswatini,SWZ,1092109.65550391
2047,Eswatini,SWZ,1092812.63160067
2048,Eswatini,SWZ,1093515.60769742
2049,Eswatini,SWZ,1094218.58379418
2050,Eswatini,SWZ,1094921.55989094
2021,Syrian Arab Republic,SYR,10894881.2075157
2022,Syrian Arab Republic,SYR,11024849.8759364
2023,Syrian Arab Republic,SYR,11154818.5443572
2024,Syrian Arab Republic,SYR,11284787.212777901
2025,Syrian Arab Republic,SYR,11414755.8811986
2026,Syrian Arab Republic,SYR,11532738.064460902
2027,Syrian Arab Republic,SYR,11650720.2477232
2028,Syrian Arab Republic,SYR,11768702.4309854
2029,Syrian Arab Republic,SYR,11886684.614247698
2030,Syrian Arab Republic,SYR,12004666.79751
2031,Syrian Arab Republic,SYR,12105306.9655522
2032,Syrian Arab Republic,SYR,12205947.1335944
2033,Syrian Arab Republic,SYR,12306587.301636599
2034,Syrian Arab Republic,SYR,12407227.4696788
2035,Syrian Arab Republic,SYR,12507867.637721
2036,Syrian Arab Republic,SYR,12586510.824470699
2037,Syrian Arab Republic,SYR,12665154.011220401
2038,Syrian Arab Republic,SYR,12743797.1979701
2039,Syrian Arab Republic,SYR,12822440.384719802
2040,Syrian Arab Republic,SYR,12901083.5714695
2041,Syrian Arab Republic,SYR,12958446.1571129
2042,Syrian Arab Republic,SYR,13015808.7427563
2043,Syrian Arab Republic,SYR,13073171.3283997
2044,Syrian Arab Republic,SYR,13130533.9140431
2045,Syrian Arab Republic,SYR,13187896.4996865
2046,Syrian Arab Republic,SYR,13228772.4202067
2047,Syrian Arab Republic,SYR,13269648.340726899
2048,Syrian Arab Republic,SYR,13310524.261247199
2049,Syrian Arab Republic,SYR,13351400.1817674
2050,Syrian Arab Republic,SYR,13392276.1022876
2021,Chad,TCD,11366948.4607563
2022,Chad,TCD,11619700.5405205
2023,Chad,TCD,11872452.620284801
2024,Chad,TCD,12125204.700049
2025,Chad,TCD,12377956.7798133
2026,Chad,TCD,12631541.1394256
2027,Chad,TCD,12885125.4990379
2028,Chad,TCD,13138709.8586503
2029,Chad,TCD,13392294.2182626
2030,Chad,TCD,13645878.5778749
2031,Chad,TCD,13890815.2710409
2032,Chad,TCD,14135751.9642069
2033,Chad,TCD,14380688.657372799
2034,Chad,TCD,14625625.3505388
2035,Chad,TCD,14870562.0437048
2036,Chad,TCD,15096704.748976098
2037,Chad,TCD,15322847.4542474
2038,Chad,TCD,15548990.159518803
2039,Chad,TCD,15775132.8647901
2040,Chad,TCD,16001275.5700614
2041,Chad,TCD,16209856.603431601
2042,Chad,TCD,16418437.6368018
2043,Chad,TCD,16627018.6701721
2044,Chad,TCD,16835599.7035423
2045,Chad,TCD,17044180.7369125
2046,Chad,TCD,17234292.8389135
2047,Chad,TCD,17424404.9409145
2048,Chad,TCD,17614517.0429156
2049,Chad,TCD,17804629.1449166
2050,Chad,TCD,17994741.2469176
2021,Togo,TGO,4190448.95153127
2022,Togo,TGO,4218341.72471054
2023,Togo,TGO,4246234.49788982
2024,Togo,TGO,4274127.27106909
2025,Togo,TGO,4302020.04424836
2026,Togo,TGO,4320342.20759494
2027,Togo,TGO,4338664.37094151
2028,Togo,TGO,4356986.53428809
2029,Togo,TGO,4375308.69763466
2030,Togo,TGO,4393630.86098124
2031,Togo,TGO,4402925.75663646
2032,Togo,TGO,4412220.65229168
2033,Togo,TGO,4421515.54794689
2034,Togo,TGO,4430810.44360211
2035,Togo,TGO,4440105.33925733
2036,Togo,TGO,4438643.33989216
2037,Togo,TGO,4437181.34052699
2038,Togo,TGO,4435719.34116182
2039,Togo,TGO,4434257.34179665
2040,Togo,TGO,4432795.34243148
2041,Togo,TGO,4420509.40514869
2042,Togo,TGO,4408223.46786591
2043,Togo,TGO,4395937.53058312
2044,Togo,TGO,4383651.59330034
2045,Togo,TGO,4371365.65601755
2046,Togo,TGO,4350334.27438104
2047,Togo,TGO,4329302.89274453
2048,Togo,TGO,4308271.51110802
2049,Togo,TGO,4287240.12947151
2050,Togo,TGO,4266208.747835
