"country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"MEX","Mexico","La Venta","MEX0006620",84.2,16.5803,-94.8237,"Wind","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1065290",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,209.38,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","La Venta III","MEX0001874",102.9,16.5777,-94.8231,"Wind","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1056283",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,255.88,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","La Villita","MEX0001864",320,18.0457,-102.1825,"Hydro","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013174",2016,NA,NA,NA,NA,NA,NA,NA,"",944.16,959.98,871.2,862.26,783.73,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Laguna","WKS0068693",102.5,25.431,-103.299,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",245.51,282.08,224.65,243.57,282.48,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"MEX","Mexico","Laguna Verde","MEX0001769",1510,19.7208,-96.4064,"Nuclear","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013090",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,10020.32,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Las Tres Vírgenes","MEX0006615",10,27.5061,-112.5591,"Geothermal","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1045578",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,65.8,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Las Viborillas","WKS0067959",100,20.145,-103.495,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",241.04,272.5,231.06,231.22,253.26,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"MEX","Mexico","Leonardo Rodríguez Alcaine (El Cajón)","MEX0001858",750,21.4279,-104.4507,"Hydro","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1053379",2016,NA,NA,NA,NA,NA,NA,NA,"",2765.42,2243.9,2260.87,2267.06,2223.79,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Lerma (Campeche)","MEX0001849",112.5,19.7956,-90.6128,"Oil","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013093",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,271.47,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Lerma (Tepuxtepec)","MEX0006589",74,19.9825,-100.2524,"Hydro","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1012627",2016,NA,NA,NA,NA,NA,NA,NA,"",254.32,271.2,234.33,230.24,237.71,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Los Azufres","MEX0001870",225,19.791,-100.6669,"Geothermal","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013011",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1480.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Los Humeros","MEX0006617",68.6,19.6465,-97.4375,"Geothermal","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013072",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,451.43,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Los Santos","WKS0065312",13.6,26.66,-99.95,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",31.52,35.8,28.09,30.64,33.61,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"MEX","Mexico","Luis Donaldo Colosio (Huites)","MEX0001861",422,26.8444,-108.3687,"Hydro","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013038",2016,NA,NA,NA,NA,NA,NA,NA,"",1253.99,1346.88,1297.36,1119.54,1093.07,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Luis M. Rojas (Intermedia)","MEX0006564",5.3,20.6979,-103.27,"Hydro","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013094",2016,NA,NA,NA,NA,NA,NA,NA,"",22.04,23,20.92,21.24,21.02,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Malpaso","MEX0001855",1080,17.1806,-93.5973,"Hydro","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013097",2016,NA,NA,NA,NA,NA,NA,NA,"",4879.14,3827.71,4247.97,4259.61,4152.58,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Manuel M. Diéguez (Santa Rosa)","MEX0006588",70,20.9088,-103.7059,"Hydro","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013147",2016,NA,NA,NA,NA,NA,NA,NA,"",221.84,275.49,215.68,250.36,238.74,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Manuel Moreno Torres (Chicoasén)","MEX0001853",2400,16.9428,-93.1012,"Hydro","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013106",2016,NA,NA,NA,NA,NA,NA,NA,"",11500.45,9090.78,10497.19,10525.95,9885.87,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Manuel Álvarez Moreno (Manzanillo)","MEX0001770",1300,19.0278,-104.3192,"Oil","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3137.07,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Manuel Álvarez Moreno (Manzanillo) Paquete I","MEX0001778",727,19.0278,-104.3192,"Gas","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5703.05,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Manuel Álvarez Moreno (Manzanillo) Paquete II","MEX0001779",727,19.0278,-104.3192,"Gas","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5703.05,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Mazatepec","MEX0001869",220,20.0144,-97.4062,"Hydro","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013100",2016,NA,NA,NA,NA,NA,NA,NA,"",644.73,627.45,522.19,533.54,510.17,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Mexicali","MEX0001800",489,32.5981,-115.6297,"Gas","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1050590",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3836.02,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Mexicana de Hidroelectricidad Mexhidro","MEX0006640",30,18.7015,-100.6699,"Hydro","","","",NA,"","INERE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",110.17,119.63,96.53,96.14,111.85,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Minas","MEX0006573",15,19.6898,-97.1452,"Hydro","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013105",2016,NA,NA,NA,NA,NA,NA,NA,"",51.58,46.73,39.48,41.89,43.6,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Mocúzari","MEX0006569",9.6,27.2251,-109.1068,"Hydro","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013107",2016,NA,NA,NA,NA,NA,NA,NA,"",32.6,32.42,29.8,30.43,29.2,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Monterrey III (Dulces Nombres)","MEX0001809",449,25.7192,-100.1017,"Gas","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013109|1047026",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3522.24,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Municipio de Mexicali","MEX0006710",10,32.4978,-116.0898,"Wind","","","",NA,"","INERE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,24.86,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Munisol","WKS0061157",21.6,28.9714,-111.2548,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",49.36,50,38.59,48.64,53.44,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"MEX","Mexico","Mérida II","MEX0001836",168,20.927,-89.6878,"Oil","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013101",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,405.4,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Mérida III","MEX0001803",484,20.9336,-89.6992,"Gas","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1009772",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3796.8,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Naco Nogales","MEX0001826",258,31.2222,-109.6081,"Gas","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1038434",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2023.91,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Necaxa","MEX0001873",109,20.2171,-97.9872,"Hydro","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1012628",2016,NA,NA,NA,NA,NA,NA,NA,"",359.79,343.25,292.15,332.96,299.16,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Noacan","WKS0068356",22.5,25.39,-103.317,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",54.19,58.5,47.37,52.71,60.68,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"MEX","Mexico","Nonoalco","MEX0001839",106,19.4503,-99.15,"Gas","","","",NA,"CFE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,831.53,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Norte Durango (La Trinidad)","MEX0001807",450,24.2297,-104.4796,"Gas","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1066941",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3530.08,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Norte II","MEX0001810",433,28.4333,-105.9153,"Gas","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1066941|1083129",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3396.72,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Oaxaca I","MEX0001875",102,16.5643,-94.7212,"Wind","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1077751",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,253.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Oaxaca II","MEX0001876",102,16.5872,-94.7945,"Wind","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,253.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Oaxaca III","MEX0001877",102,16.5813,-94.7479,"Wind","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,253.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Oaxaca IV","MEX0001878",102,16.6123,-94.8105,"Wind","","","",NA,"CFE/PIE","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,253.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Oviáchic","MEX0006576",19.2,27.825,-109.8947,"Hydro","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1013114",2016,NA,NA,NA,NA,NA,NA,NA,"",76.14,84.82,72.11,74.36,75.06,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Papelera Veracruzana","MEX0006628",1.3,18.8343,-97.103,"Hydro","","","",NA,"","INERE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",3.55,2.83,2.93,2.94,2.93,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Patla","MEX0006582",37,20.2389,-97.8924,"Hydro","","","",NA,"","CFE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsRenewGE1MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1012630",2016,NA,NA,NA,NA,NA,NA,NA,"",118.35,113.52,96.17,109.54,98.55,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"MEX","Mexico","Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Cactus","MEX0001846",120.7,17.8992,-93.1928,"Gas","","","",NA,"Pemex","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1025450",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,946.84,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Nuevo Pemex","MEX0001812",367.4,17.858,-93.123,"Gas","","","",NA,"Pemex","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2882.12,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"MEX","Mexico","Pemex-Petroquímica  Complejo Petroquímico Cangrejera","MEX0001837",163.5,18.0929,-94.3591,"Gas","","","",NA,"Pemex","CFE-CENACE","http://base.energia.gob.mx/nacei/Archivos/3%20P%C3%A1gina%20Datos%20de%20Infraestructura/Ingl%C3%A9s/PowerPlantsAllGE100MW_NorthAmerica_201606.xlsx","North American Cooperation on Energy Information and Comisión Reguladora de Energía","1025448",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1282.59,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
