"year","prodinit_ippu_textiles_tonne","location_code"
2025,273429.827546549,"IRQ"
2026,307712.032418345,"IRQ"
2027,346292.486612161,"IRQ"
2028,389710.097917134,"IRQ"
2029,438571.341539609,"IRQ"
2030,493558.73160041,"IRQ"
2031,555440.354775221,"IRQ"
2032,625080.599247913,"IRQ"
2033,703452.228843277,"IRQ"
2034,791649.970995682,"IRQ"
2035,890905.808356021,"IRQ"
2036,1002606.18763646,"IRQ"
2037,1128311.38607328,"IRQ"
2038,1269777.30602658,"IRQ"
2039,1428980.00215288,"IRQ"
2040,1608143.28375634,"IRQ"
2041,1809769.7778796,"IRQ"
2042,2036675.88703659,"IRQ"
2043,2292031.12989117,"IRQ"
2044,2579402.41440872,"IRQ"
2045,2902803.8619063,"IRQ"
2046,3266752.87796444,"IRQ"
2047,3676333.25342236,"IRQ"
2048,4137266.17687734,"IRQ"
2049,4655990.15062054,"IRQ"
2050,5239750.92630792,"IRQ"
2021,12716.19,"ISL"
2022,13605.4673147566,"ISL"
2023,14556.9341801995,"ISL"
2024,15574.9396786119,"ISL"
2025,16664.1370352802,"ISL"
2026,17829.504888031,"ISL"
2027,19076.3700442034,"ISL"
2028,20410.4318290787,"ISL"
2029,21837.7881370598,"ISL"
2030,23364.9633046806,"ISL"
2031,24998.9379328494,"ISL"
2032,26747.1807946415,"ISL"
2033,28617.68297449,"ISL"
2034,30618.994394822,"ISL"
2035,32760.2628970994,"ISL"
2036,35051.2760559036,"ISL"
2037,37502.5059171896,"ISL"
2038,40125.1568652081,"ISL"
2039,42931.2168368884,"ISL"
2040,45933.5121177816,"ISL"
2041,49145.7659700316,"ISL"
2042,52582.6613603558,"ISL"
2043,56259.9080747643,"ISL"
2044,60194.3145267897,"ISL"
2045,64403.8645874603,"ISL"
2046,68907.7997881994,"ISL"
2047,73726.7072723937,"ISL"
2048,78882.6138976519,"ISL"
2049,84399.0869188861,"ISL"
2050,90301.3417124318,"ISL"
2021,323293.3,"ISR"
2022,345939.819631798,"ISR"
2023,370172.715632774,"ISR"
2024,396103.112803806,"ISR"
2025,423849.920177568,"ISR"
2026,453540.376299725,"ISR"
2027,485310.632706785,"ISR"
2028,519306.378276256,"ISR"
2029,555683.507312185,"ISR"
2030,594608.834429734,"ISR"
2031,636260.859517026,"ISR"
2032,680830.586282156,"ISR"
2033,728522.398138967,"ISR"
2034,779554.995448156,"ISR"
2035,834162.398411604,"ISR"
2036,892595.020218911,"ISR"
2037,955120.815367257,"ISR"
2038,1022026.50842045,"ISR"
2039,1093618.90884187,"ISR"
2040,1170226.31793074,"ISR"
2041,1252200.03431356,"ISR"
2042,1339915.96489431,"ISR"
2043,1433776.34865091,"ISR"
2044,1534211.60118269,"ISR"
2045,1641682.28846732,"ISR"
2046,1756681.23887845,"ISR"
2047,1879735.80314895,"ISR"
2048,2011410.27264339,"ISR"
2049,2152308.46702916,"ISR"
2050,2303076.5032126,"ISR"
2021,3463892,"ITA"
2022,3407530.47740391,"ITA"
2023,3352086.0218611,"ITA"
2024,3297543.71163169,"ITA"
2025,3243888.86776972,"ITA"
2026,3191107.05017263,"ITA"
2027,3139184.05369502,"ITA"
2028,3088105.90432557,"ITA"
2029,3037858.85542631,"ITA"
2030,2988429.3840329,"ITA"
2031,2939804.18721527,"ITA"
2032,2891970.17849739,"ITA"
2033,2844914.48433527,"ITA"
2034,2798624.44065238,"ITA"
2035,2753087.58943132,"ITA"
2036,2708291.67536104,"ITA"
2037,2664224.64253852,"ITA"
2038,2620874.63122422,"ITA"
2039,2578229.97465026,"ITA"
2040,2536279.19588055,"ITA"
2041,2495011.00472199,"ITA"
2042,2454414.29468596,"ITA"
2043,2414478.13999923,"ITA"
2044,2375191.79266353,"ITA"
2045,2336544.67956294,"ITA"
2046,2298526.3996183,"ITA"
2047,2261126.72098808,"ITA"
2048,2224335.57831458,"ITA"
2049,2188143.07001511,"ITA"
2050,2152539.45561716,"ITA"
2021,6281.742,"JAM"
2022,6797.25384193988,"JAM"
2023,7355.07121937934,"JAM"
2024,7958.66594070047,"JAM"
2025,8611.79472861864,"JAM"
2026,9318.52260170836,"JAM"
2027,10083.2481747365,"JAM"
2028,10910.7310352703,"JAM"
2029,11806.1213669495,"JAM"
2030,12774.9920037954,"JAM"
2031,13823.373115061,"JAM"
2032,14957.7897364961,"JAM"
2033,16185.3023816208,"JAM"
2034,17513.5509857664,"JAM"
2035,18950.8024563904,"JAM"
2036,20506.0021256116,"JAM"
2037,22188.8294252041,"JAM"
2038,24009.7581305659,"JAM"
2039,25980.1215486144,"JAM"
2040,28112.1830553347,"JAM"
2041,30419.2124219987,"JAM"
2042,32915.5684051042,"JAM"
2043,35616.788114066,"JAM"
2044,38539.6837128768,"JAM"
2045,41702.4470575995,"JAM"
2046,45124.7629209481,"JAM"
2047,48827.9315086549,"JAM"
2048,52835.0010301572,"JAM"
2049,57170.9111487122,"JAM"
2050,61862.6482037606,"JAM"
2021,134424.5,"JOR"
2022,150505.778777303,"JOR"
2023,168510.870007792,"JOR"
2024,188669.920460657,"JOR"
2025,211240.609492935,"JOR"
2026,236511.442788526,"JOR"
2027,264805.440129074,"JOR"
2028,296484.264334944,"JOR"
2029,331952.844153755,"JOR"
2030,371664.550187664,"JOR"
2031,416126.990019753,"JOR"
2032,465908.496614664,"JOR"
2033,521645.39293025,"JOR"
2034,584050.125598826,"JOR"
2035,653920.371645295,"JOR"
2036,732149.234647095,"JOR"
2037,819736.660666525,"JOR"
2038,917802.219877485,"JOR"
2039,1027599.41726544,"JOR"
2040,1150531.7153245,"JOR"
2041,1288170.47355876,"JOR"
2042,1442275.03409638,"JOR"
2043,1614815.2101569,"JOR"
2044,1807996.46482671,"JOR"
2045,2024288.10198554,"JOR"
2046,2266454.82972941,"JOR"
2047,2537592.09974376,"JOR"
2048,2841165.67434557,"JOR"
2049,3181055.9269532,"JOR"
2050,3561607.44224636,"JOR"
2021,3912520,"JPN"
2022,3875023.02728066,"JPN"
2023,3837885.41961585,"JPN"
2024,3801103.73290772,"JPN"
2025,3764674.55606615,"JPN"
2026,3728594.51069232,"JPN"
2027,3692860.2507655,"JPN"
2028,3657468.46233265,"JPN"
2029,3622415.86320117,"JPN"
2030,3587699.20263444,"JPN"
2031,3553315.2610504,"JPN"
2032,3519260.84972297,"JPN"
2033,3485532.81048629,"JPN"
2034,3452128.01544188,"JPN"
2035,3419043.36666854,"JPN"
2036,3386275.79593505,"JPN"
2037,3353822.26441564,"JPN"
2038,3321679.76240816,"JPN"
2039,3289845.30905498,"JPN"
2040,3258315.95206652,"JPN"
2041,3227088.7674475,"JPN"
2042,3196160.85922573,"JPN"
2043,3165529.35918355,"JPN"
2044,3135191.42659188,"JPN"
2045,3105144.24794671,"JPN"
2046,3075385.03670821,"JPN"
2047,3045911.03304231,"JPN"
2048,3016719.50356476,"JPN"
2049,2987807.74108762,"JPN"
2050,2959173.06436822,"JPN"
2021,258150.3,"KAZ"
2022,266773.32495845,"KAZ"
2023,275684.385837967,"KAZ"
2024,284893.103936439,"KAZ"
2025,294409.421933103,"KAZ"
2026,304243.614623688,"KAZ"
2027,314406.300014133,"KAZ"
2028,324908.45078489,"KAZ"
2029,335761.406138145,"KAZ"
2030,346976.8840408,"KAZ"
2031,358566.993876385,"KAZ"
2032,370544.2495196,"KAZ"
2033,382921.582847579,"KAZ"
2034,395712.357702475,"KAZ"
2035,408930.384320441,"KAZ"
2036,422589.934242575,"KAZ"
2037,436705.755723951,"KAZ"
2038,451293.089657348,"KAZ"
2039,466367.686028886,"KAZ"
2040,481945.820923333,"KAZ"
2041,498044.314097436,"KAZ"
2042,514680.547140266,"KAZ"
2043,531872.482240165,"KAZ"
2044,549638.681578574,"KAZ"
2045,567998.327371671,"KAZ"
2046,586971.24258147,"KAZ"
2047,606577.912318722,"KAZ"
2048,626839.505960756,"KAZ"
2049,647777.900008109,"KAZ"
2050,669415.70170465,"KAZ"
2021,182161.1,"KEN"
2022,205837.051895157,"KEN"
2023,232590.228829807,"KEN"
2024,262820.585744966,"KEN"
2025,296980.060765455,"KEN"
2026,335579.331589487,"KEN"
2027,379195.450023783,"KEN"
2028,428480.468799061,"KEN"
2029,484171.189635182,"KEN"
2030,547100.178287662,"KEN"
2031,618208.211248433,"KEN"
2032,698558.340176666,"KEN"
2033,789351.784320247,"KEN"
2034,891945.8885166,"KEN"
2035,1007874.41524158,"KEN"
2036,1138870.47406873,"KEN"
2037,1286892.43133,"KEN"
2038,1454153.18732242,"KEN"
2039,1643153.25874949,"KEN"
2040,1856718.16097353,"KEN"
2041,2098040.6489365,"KEN"
2042,2370728.44824329,"KEN"
2043,2678858.18997788,"KEN"
2044,3027036.35556791,"KEN"
2045,3420468.14281182,"KEN"
2046,3865035.28260252,"KEN"
2047,4367383.96969313,"KEN"
2048,4935024.22205289,"KEN"
2049,5576442.1542171,"KEN"
2050,6301226.84309616,"KEN"
2021,53754.09,"KGZ"
2022,55213.6811326264,"KGZ"
2023,56712.9047150709,"KGZ"
2024,58252.8368919081,"KGZ"
2025,59834.5830283929,"KGZ"
2026,61459.2785038933,"KGZ"
2027,63128.0895268666,"KGZ"
2028,64842.2139719657,"KGZ"
2029,66602.8822398751,"KGZ"
2030,68411.3581404937,"KGZ"
2031,70268.9398000994,"KGZ"
2032,72176.9605931457,"KGZ"
2033,74136.7900993596,"KGZ"
2034,76149.8350868277,"KGZ"
2035,78217.5405217759,"KGZ"
2036,80341.3906057682,"KGZ"
2037,82522.9098410683,"KGZ"
2038,84763.6641249293,"KGZ"
2039,87065.2618735968,"KGZ"
2040,89429.3551768319,"KGZ"
2041,91857.6409837835,"KGZ"
2042,94351.8623210605,"KGZ"
2043,96913.8095438785,"KGZ"
2044,99545.3216211788,"KGZ"
2045,102248.287455643,"KGZ"
2046,105024.64723955,"KGZ"
2047,107876.393847446,"KGZ"
2048,110805.574266637,"KGZ"
2049,113814.291066515,"KGZ"
2050,116904.703907786,"KGZ"
2021,312959.9,"KHM"
2022,342027.698352486,"KHM"
2023,373795.321510196,"KHM"
2024,408513.529915685,"KHM"
2025,446456.374707785,"KHM"
2026,487923.360967646,"KHM"
2027,533241.811887635,"KHM"
2028,582769.452524866,"KHM"
2029,636897.23353445,"KHM"
2030,696052.417171827,"KHM"
2031,760701.949923821,"KHM"
2032,831356.148390552,"KHM"
2033,908572.727513039,"KHM"
2034,992961.202943651,"KHM"
2035,1085187.70230989,"KHM"
2036,1185980.22334961,"KHM"
2037,1296134.38042329,"KHM"
2038,1416519.68476378,"KHM"
2039,1548086.4080374,"KHM"
2040,1691873.08339438,"KHM"
2041,1849014.70321886,"KHM"
2042,2020751.67828802,"KHM"
2043,2208439.62906038,"KHM"
2044,2413560.08638148,"KHM"
2045,2637732.18607394,"KHM"
2046,2882725.4497242,"KHM"
2047,3150473.75255201,"KHM"
2048,3443090.58861944,"KHM"
2049,3762885.7538765,"KHM"
2050,4112383.57873241,"KHM"
2021,109.5376,"KIR"
2022,129.371942450388,"KIR"
2023,152.797756143887,"KIR"
2024,180.465360884257,"KIR"
2025,213.142832074161,"KIR"
2026,251.737323118373,"KIR"
2027,297.320248746412,"KIR"
2028,351.157028364288,"KIR"
2029,414.742215135205,"KIR"
2030,489.840986001321,"KIR"
2031,578.538144443592,"KIR"
2032,683.295996336517,"KIR"
2033,807.022705578985,"KIR"
2034,953.153027109605,"KIR"
2035,1125.74365852125,"KIR"
2036,1329.58585731384,"KIR"
2037,1570.33845013271,"KIR"
2038,1854.68492643805,"KIR"
2039,2190.51897765467,"KIR"
2040,2587.16363252092,"KIR"
2041,3055.63007201394,"KIR"
2042,3608.92330876579,"KIR"
2043,4262.40321688181,"KIR"
2044,5034.21093464512,"KIR"
2045,5945.77247739611,"KIR"
2046,7022.39354129352,"KIR"
2047,8293.96201019744,"KIR"
2048,9795.77766784164,"KIR"
2049,11569.5321487855,"KIR"
2050,13664.4663323881,"KIR"
2021,1228554,"KOR"
2022,1293493.71866906,"KOR"
2023,1361866.06387372,"KOR"
2024,1433852.47965431,"KOR"
2025,1509644.00094005,"KOR"
2026,1589441.76051064,"KOR"
2027,1673457.52275505,"KOR"
2028,1761914.24564419,"KOR"
2029,1855046.67240862,"KOR"
2030,1953101.95449161,"KOR"
2031,2056340.30743066,"KOR"
2032,2165035.70140797,"KOR"
2033,2279476.58830257,"KOR"
2034,2399966.66717341,"KOR"
2035,2526825.69020485,"KOR"
2036,2660390.31125338,"KOR"
2037,2801014.97924737,"KOR"
2038,2949072.87881072,"KOR"
2039,3104956.92060663,"KOR"
2040,3269080.7840296,"KOR"
2041,3441880.01501279,"KOR"
2042,3623813.1818639,"KOR"
2043,3815363.09219709,"KOR"
2044,4017038.07419023,"KOR"
2045,4229373.32556772,"KOR"
2046,4452932.33388872,"KOR"
2047,4688308.37190993,"KOR"
2048,4936126.07199119,"KOR"
2049,5197043.08372216,"KOR"
2050,5471751.8191688,"KOR"
2021,69920.61,"KWT"
2022,72576.6504404154,"KWT"
2023,75333.5846061733,"KWT"
2024,78195.2450984866,"KWT"
2025,81165.6101057394,"KWT"
2026,84248.8089338365,"KWT"
2027,87449.1277466314,"KWT"
2028,90771.015524414,"KWT"
2029,94219.0902487394,"KWT"
2030,97798.1453221977,"KWT"
2031,101513.156232048,"KWT"
2032,105369.28746698,"KWT"
2033,109371.899696622,"KWT"
2034,113526.557223771,"KWT"
2035,117839.035719703,"KWT"
2036,122315.330253333,"KWT"
2037,126961.663625362,"KWT"
2038,131784.495019015,"KWT"
2039,136790.528979391,"KWT"
2040,141986.724733906,"KWT"
2041,147380.305866784,"KWT"
2042,152978.770361058,"KWT"
2043,158789.901022018,"KWT"
2044,164821.776296619,"KWT"
2045,171082.781503881,"KWT"
2046,177581.620491885,"KWT"
2047,184327.327737588,"KWT"
2048,191329.280906256,"KWT"
2049,198597.213887999,"KWT"
2050,206141.230329508,"KWT"
2021,13307.79,"LAO"
2022,13214.0911747351,"LAO"
2023,13121.0520735759,"LAO"
2024,13028.6680514705,"LAO"
2025,12936.9344960726,"LAO"
2026,12845.8468275107,"LAO"
2027,12755.40049816,"LAO"
2028,12665.5909924148,"LAO"
2029,12576.4138264635,"LAO"
2030,12487.8645480645,"LAO"
2031,12399.9387363241,"LAO"
2032,12312.6320014756,"LAO"
2033,12225.9399846601,"LAO"
2034,12139.8583577091,"LAO"
2035,12054.3828229284,"LAO"
2036,11969.5091128832,"LAO"
2037,11885.2329901856,"LAO"
2038,11801.5502472824,"LAO"
2039,11718.4567062455,"LAO"
2040,11635.9482185633,"LAO"
2041,11554.0206649332,"LAO"
2042,11472.6699550565,"LAO"
2043,11391.8920274336,"LAO"
2044,11311.6828491617,"LAO"
2045,11232.0384157332,"LAO"
2046,11152.9547508358,"LAO"
2047,11074.4279061542,"LAO"
2048,10996.4539611725,"LAO"
2049,10919.0290229791,"LAO"
2050,10842.1492260717,"LAO"
2021,27004.45,"LBN"
2022,27097.0182355025,"LBN"
2023,27189.9037845672,"LBN"
2024,27283.1077349094,"LBN"
2025,27376.6311779732,"LBN"
2026,27470.475208944,"LBN"
2027,27564.6409267611,"LBN"
2028,27659.1294341312,"LBN"
2029,27753.9418375407,"LBN"
2030,27849.0792472691,"LBN"
2031,27944.5427774017,"LBN"
2032,28040.3335458427,"LBN"
2033,28136.4526743286,"LBN"
2034,28232.9012884408,"LBN"
2035,28329.6805176192,"LBN"
2036,28426.7914951753,"LBN"
2037,28524.2353583055,"LBN"
2038,28622.0132481043,"LBN"
2039,28720.1263095777,"LBN"
2040,28818.5756916568,"LBN"
2041,28917.362547211,"LBN"
2042,29016.4880330617,"LBN"
2043,29115.9533099957,"LBN"
2044,29215.7595427788,"LBN"
2045,29315.9079001695,"LBN"
2046,29416.3995549328,"LBN"
2047,29517.2356838537,"LBN"
2048,29618.417467751,"LBN"
2049,29719.9460914913,"LBN"
2050,29821.822744003,"LBN"
2021,47974.43,"LBY"
2022,51728.7995916561,"LBY"
2023,55776.977593975,"LBY"
2024,60141.9567837915,"LBY"
2025,64848.5293002708,"LBY"
2026,69923.4274589057,"LBY"
2027,75395.4755852949,"LBY"
2028,81295.7537310881,"LBY"
2029,87657.7742019673,"LBY"
2030,94517.6719003063,"LBY"
2031,101914.409563612,"LBY"
2032,109889.999064461,"LBY"
2033,118489.740028861,"LBY"
2034,127762.477128345,"LBY"
2035,137760.877507158,"LBY"
2036,148541.729920261,"LBY"
2037,160166.267281197,"LBY"
2038,172700.514451817,"LBY"
2039,186215.663249234,"LBY"
2040,200788.476799974,"LBY"
2041,216501.725537953,"LBY"
2042,233444.657322672,"LBY"
2043,251713.504347781,"LBY"
2044,271412.029719162,"LBY"
2045,292652.116806956,"LBY"
2046,315554.40471895,"LBY"
2047,340248.973504655,"LBY"
2048,366876.082981893,"LBY"
2049,395586.969382276,"LBY"
2050,426544.704340341,"LBY"
2021,461339.6,"LKA"
2022,467291.089319365,"LKA"
2023,473319.355540428,"LKA"
2024,479425.389119917,"LKA"
2025,485610.193291897,"LKA"
2026,491874.784232609,"LKA"
2027,498220.191227424,"LKA"
2028,504647.456839962,"LKA"
2029,511157.637083384,"LKA"
2030,517751.801593896,"LKA"
2031,524431.033806496,"LKA"
2032,531196.431132984,"LKA"
2033,538049.105142267,"LKA"
2034,544990.181742992,"LKA"
2035,552020.80136854,"LKA"
2036,559142.119164395,"LKA"
2037,566355.305177939,"LKA"
2038,573661.544550697,"LKA"
2039,581062.037713053,"LKA"
2040,588558.000581486,"LKA"
2041,596150.664758348,"LKA"
2042,603841.277734216,"LKA"
2043,611631.10309286,"LKA"
2044,619521.420718854,"LKA"
2045,627513.527007857,"LKA"
2046,635608.735079621,"LKA"
2047,643808.374993736,"LKA"
2048,652113.79396816,"LKA"
2049,660526.356600572,"LKA"
2050,669047.44509258,"LKA"
2021,14627.48,"LSO"
2022,14789.8862891956,"LSO"
2023,14954.0957463169,"LSO"
2024,15120.1283916143,"LSO"
2025,15288.0044676194,"LSO"
2026,15457.744441613,"LSO"
2027,15629.3690081204,"LSO"
2028,15802.8990914346,"LSO"
2029,15978.3558481673,"LSO"
2030,16155.7606698281,"LSO"
2031,16335.1351854329,"LSO"
2032,16516.5012641405,"LSO"
2033,16699.8810179193,"LSO"
2034,16885.2968042425,"LSO"
2035,17072.7712288149,"LSO"
2036,17262.3271483278,"LSO"
2037,17453.9876732466,"LSO"
2038,17647.7761706281,"LSO"
2039,17843.7162669691,"LSO"
2040,18041.8318510873,"LSO"
2041,18242.1470770337,"LSO"
2042,18444.6863670372,"LSO"
2043,18649.4744144826,"LSO"
2044,18856.5361869208,"LSO"
2045,19065.8969291129,"LSO"
2046,19277.5821661081,"LSO"
2047,19491.6177063557,"LSO"
2048,19708.0296448515,"LSO"
2049,19926.8443663193,"LSO"
2050,20148.0885484281,"LSO"
2021,91001.26,"LTU"
2022,94795.3394693807,"LTU"
2023,98747.6039904845,"LTU"
2024,102864.648709984,"LTU"
2025,107153.343743389,"LTU"
2026,111620.845639212,"LTU"
2027,116274.609321107,"LTU"
2028,121122.400527904,"LTU"
2029,126172.308772307,"LTU"
2030,131432.760839865,"LTU"
2031,136912.534850758,"LTU"
2032,142620.774907853,"LTU"
2033,148567.006355473,"LTU"
2034,154761.151674347,"LTU"
2035,161213.547039261,"LTU"
2036,167934.959567041,"LTU"
2037,174936.605283645,"LTU"
2038,182230.167840359,"LTU"
2039,189827.818010312,"LTU"
2040,197742.233997851,"LTU"
2041,205986.622594677,"LTU"
2042,214574.741218018,"LTU"
2043,223520.920867651,"LTU"
2044,232840.090040045,"LTU"
2045,242547.799639557,"LTU"
2046,252660.248928236,"LTU"
2047,263194.312557544,"LTU"
2048,274167.5687271,"LTU"
2049,285598.328517431,"LTU"
2050,297505.666445691,"LTU"
2021,14404.13,"LUX"
2022,14080.2490821874,"LUX"
2023,13763.6507179843,"LUX"
2024,13454.1711571228,"LUX"
2025,13151.6503313057,"LUX"
2026,12855.9317714167,"LUX"
2027,12566.8625265916,"LUX"
2028,12284.2930851094,"LUX"
2029,12008.0772970622,"LUX"
2030,11738.072298764,"LUX"
2031,11474.1384388589,"LUX"
2032,11216.1392060912,"LUX"
2033,10963.9411586991,"LUX"
2034,10717.4138553963,"LUX"
2035,10476.4297879057,"LUX"
2036,10240.8643150097,"LUX"
2037,10010.5955980834,"LUX"
2038,9785.5045380778,"LUX"
2039,9565.47471391959,"LUX"
2040,9350.39232229598,"LUX"
2041,9140.14611879371,"LUX"
2042,8934.6273603615,"LUX"
2043,8733.72974906617,"LUX"
2044,8537.3493771135,"LUX"
2045,8345.38467310525,"LUX"
2046,8157.73634950469,"LUX"
2047,7974.3073512833,"LUX"
2048,7795.00280572218,"LUX"
2049,7619.72997334222,"LUX"
2050,7448.39819993764,"LUX"
2021,37293.94,"LVA"
2022,37981.9772267243,"LVA"
2023,38682.7080767385,"LVA"
2024,39396.3667351507,"LVA"
2025,40123.1917075581,"LVA"
2026,40863.4258997565,"LVA"
2027,41617.316698919,"LVA"
2028,42385.1160562739,"LVA"
2029,43167.0805713062,"LVA"
2030,43963.4715775143,"LVA"
2031,44774.5552297474,"LVA"
2032,45600.6025931552,"LVA"
2033,46441.8897337778,"LVA"
2034,47298.6978108075,"LVA"
2035,48171.3131705527,"LVA"
2036,49060.027442135,"LVA"
2037,49965.137634952,"LVA"
2038,50886.9462379381,"LVA"
2039,51825.7613206571,"LVA"
2040,52781.896636259,"LVA"
2041,53755.6717263369,"LVA"
2042,54747.412027718,"LVA"
2043,55757.4489812252,"LVA"
2044,56786.120142445,"LVA"
2045,57833.7692945388,"LVA"
2046,58900.746563136,"LVA"
2047,59987.4085333458,"LVA"
2048,61094.1183689293,"LVA"
2049,62221.2459336683,"LVA"
2050,63369.1679149749,"LVA"
2021,26615.26,"MAC"
2022,26694.2460964559,"MAC"
2023,26773.4665999187,"MAC"
2024,26852.9222060378,"MAC"
2025,26932.6136125275,"MAC"
2026,27012.5415191724,"MAC"
2027,27092.7066278338,"MAC"
2028,27173.1096424562,"MAC"
2029,27253.7512690728,"MAC"
2030,27334.6322158126,"MAC"
2031,27415.7531929056,"MAC"
2032,27497.1149126899,"MAC"
2033,27578.7180896174,"MAC"
2034,27660.5634402605,"MAC"
2035,27742.6516833179,"MAC"
2036,27824.9835396215,"MAC"
2037,27907.559732142,"MAC"
2038,27990.3809859961,"MAC"
2039,28073.4480284521,"MAC"
2040,28156.7615889367,"MAC"
2041,28240.3223990415,"MAC"
2042,28324.131192529,"MAC"
2043,28408.1887053394,"MAC"
2044,28492.495675597,"MAC"
2045,28577.0528436165,"MAC"
2046,28661.8609519096,"MAC"
2047,28746.9207451919,"MAC"
2048,28832.2329703886,"MAC"
2049,28917.798376642,"MAC"
2050,29003.6177153172,"MAC"
2021,275441,"MAR"
2022,278202.618979572,"MAR"
2023,280991.926427413,"MAR"
2024,283809.199952882,"MAR"
2025,286654.719948697,"MAR"
2026,289528.769618841,"MAR"
2027,292431.635006753,"MAR"
2028,295363.605023787,"MAR"
2029,298324.971477978,"MAR"
2030,301316.029103073,"MAR"
2031,304337.075587876,"MAR"
2032,307388.411605865,"MAR"
2033,310470.340845127,"MAR"
2034,313583.170038574,"MAR"
2035,316727.208994477,"MAR"
2036,319902.770627299,"MAR"
2037,323110.170988837,"MAR"
2038,326349.729299675,"MAR"
2039,329621.767980962,"MAR"
2040,332926.612686494,"MAR"
2041,336264.59233513,"MAR"
2042,339636.039143524,"MAR"
2043,343041.288659193,"MAR"
2044,346480.679793913,"MAR"
2045,349954.554857444,"MAR"
2046,353463.259591605,"MAR"
2047,357007.143204683,"MAR"
2048,360586.558406185,"MAR"
2049,364201.861441947,"MAR"
2050,367853.412129585,"MAR"
2021,35839.72,"MDA"
2022,37136.0615563485,"MDA"
2023,38479.2924698324,"MDA"
2024,39871.1087532055,"MDA"
2025,41313.2677648961,"MDA"
2026,42807.5904279132,"MDA"
2027,44355.9635290102,"MDA"
2028,45960.3421010117,"MDA"
2029,47622.7518913095,"MDA"
2030,49345.2919196461,"MDA"
2031,51130.137128414,"MDA"
2032,52979.541128818,"MDA"
2033,54895.8390463676,"MDA"
2034,56881.4504692923,"MDA"
2035,58938.8825036028,"MDA"
2036,61070.7329386553,"MDA"
2037,63279.6935272157,"MDA"
2038,65568.5533841656,"MDA"
2039,67940.2025081416,"MDA"
2040,70397.6354305538,"MDA"
2041,72943.954996591,"MDA"
2042,75582.3762829876,"MDA"
2043,78316.2306574973,"MDA"
2044,81148.9699852009,"MDA"
2045,84084.1709869579,"MDA"
2046,87125.5397555059,"MDA"
2047,90276.9164349094,"MDA"
2048,93542.2800692673,"MDA"
2049,96925.7536268001,"MDA"
2050,100431.609205661,"MDA"
2021,59349.11,"MDG"
2022,63216.2656860747,"MDG"
2023,67335.403130601,"MDG"
2024,71722.9413277304,"MDG"
2025,76396.3691243315,"MDG"
2026,81374.3149310103,"MDG"
2027,86676.620975463,"MDG"
2028,92324.4223941364,"MDG"
2029,98340.2314774579,"MDG"
2030,104748.027404439,"MDG"
2031,111573.351824336,"MDG"
2032,118843.410666363,"MDG"
2033,126587.182583262,"MDG"
2034,134835.534461007,"MDG"
2035,143621.344455054,"MDG"
2036,152979.633043562,"MDG"
2037,162947.702619972,"MDG"
2038,173565.28618137,"MDG"
2039,184874.705705294,"MDG"
2040,196921.040846286,"MDG"
2041,209752.308624631,"MDG"
2042,223419.654823504,"MDG"
2043,237977.55785746,"MDG"
2044,253484.045924874,"MDG"
2045,270000.928309927,"MDG"
2046,287594.041756097,"MDG"
2047,306333.512893209,"MDG"
2048,326294.037764099,"MDG"
2049,347555.179565075,"MDG"
2050,370201.685786984,"MDG"
2021,1905.939,"MDV"
2022,1923.62406827567,"MDV"
2023,1941.47323500356,"MDV"
2024,1959.48802284117,"MDV"
2025,1977.66996857464,"MDV"
2026,1996.02062324983,"MDV"
2027,2014.54155230466,"MDV"
2028,2033.2343357026,"MDV"
2029,2052.1005680675,"MDV"
2030,2071.14185881963,"MDV"
2031,2090.35983231292,"MDV"
2032,2109.75612797357,"MDV"
2033,2129.33240043992,"MDV"
2034,2149.09031970353,"MDV"
2035,2169.03157125174,"MDV"
2036,2189.15785621137,"MDV"
2037,2209.47089149389,"MDV"
2038,2229.97240994184,"MDV"
2039,2250.66416047672,"MDV"
2040,2271.5479082481,"MDV"
2041,2292.62543478427,"MDV"
2042,2313.89853814419,"MDV"
2043,2335.36903307086,"MDV"
2044,2357.03875114618,"MDV"
2045,2378.90954094712,"MDV"
2046,2400.9832682035,"MDV"
2047,2423.26181595709,"MDV"
2048,2445.74708472226,"MDV"
2049,2468.44099264814,"MDV"
2050,2491.3454756822,"MDV"
2021,861150.6,"MEX"
2022,852630.008252294,"MEX"
2023,844193.722877632,"MEX"
2024,835840.909712761,"MEX"
2025,827570.742847995,"MEX"
2026,819382.404545549,"MEX"
2027,811275.085158689,"MEX"
2028,803247.983051668,"MEX"
2029,795300.304520466,"MEX"
2030,787431.26371431,"MEX"
2031,779640.082557971,"MEX"
2032,771925.990674827,"MEX"
2033,764288.225310693,"MEX"
2034,756726.031258396,"MEX"
2035,749238.660783111,"MEX"
2036,741825.373548414,"MEX"
2037,734485.436543092,"MEX"
2038,727218.124008653,"MEX"
2039,720022.717367572,"MEX"
2040,712898.505152237,"MEX"
2041,705844.7829346,"MEX"
2042,698860.853256522,"MEX"
2043,691946.025560818,"MEX"
2044,685099.616122966,"MEX"
2045,678320.94798351,"MEX"
2046,671609.350881116,"MEX"
2047,664964.161186305,"MEX"
2048,658384.721835831,"MEX"
2049,651870.382267711,"MEX"
2050,645420.498356901,"MEX"
2021,706.8331,"MHL"
2022,1069.36127016384,"MHL"
2023,1617.82679125584,"MHL"
2024,2447.59521364015,"MHL"
2025,3702.94419786674,"MHL"
