"year","prodinit_ippu_cement_tonne","location_code"
2043,4678795814.95762,"IRN"
2044,6051674437.70355,"IRN"
2045,7827390839.0863,"IRN"
2046,10124147949.2181,"IRN"
2047,13094832467.7783,"IRN"
2048,16937191971.0461,"IRN"
2049,21906998243.0054,"IRN"
2050,28335073065.2077,"IRN"
2021,2530163,"IRQ"
2022,2597208.5956061,"IRQ"
2023,2666030.80081805,"IRQ"
2024,2736676.69317559,"IRQ"
2025,2809194.59770399,"IRQ"
2026,2883634.11997054,"IRQ"
2027,2960046.18001706,"IRQ"
2028,3038483.04719154,"IRQ"
2029,3118998.37590277,"IRQ"
2030,3201647.24232238,"IRQ"
2031,3286486.18205952,"IRQ"
2032,3373573.22883373,"IRQ"
2033,3462967.95417275,"IRQ"
2034,3554731.50816209,"IRQ"
2035,3648926.66127455,"IRQ"
2036,3745617.84730807,"IRQ"
2037,3844871.20746139,"IRQ"
2038,3946754.63557767,"IRQ"
2039,4051337.82458701,"IRQ"
2040,4158692.31417955,"IRQ"
2041,4268891.53974196,"IRQ"
2042,4382010.88259056,"IRQ"
2043,4498127.72153559,"IRQ"
2044,4617321.4858119,"IRQ"
2045,4739673.70941215,"IRQ"
2046,4865268.08685981,"IRQ"
2047,4994190.53046003,"IRQ"
2048,5126529.2290676,"IRQ"
2049,5262374.70841217,"IRQ"
2050,5401819.893022,"IRQ"
2021,1382979,"ISL"
2022,1564923.0984952,"ISL"
2023,1770803.68118663,"ISL"
2024,2003769.82122597,"ISL"
2025,2267384.88241985,"ISL"
2026,2565681.023123,"ISL"
2027,2903220.87063938,"ISL"
2028,3285167.30947968,"ISL"
2029,3717362.45093097,"ISL"
2030,4206416.99182749,"ISL"
2031,4759811.32932135,"ISL"
2032,5386009.97826727,"ISL"
2033,6094591.04130725,"ISL"
2034,6896392.7119816,"ISL"
2035,7803679.0517238,"ISL"
2036,8830327.57640258,"ISL"
2037,9992041.52166554,"ISL"
2038,11306590.0338165,"ISL"
2039,12794079.960097,"ISL"
2040,14477263.395576,"ISL"
2041,16381885.6907703,"ISL"
2042,18537079.2429924,"ISL"
2043,20975809.0947112,"ISL"
2044,23735377.1546344,"ISL"
2045,26857992.7538904,"ISL"
2046,30391418.2643263,"ISL"
2047,34389699.6540605,"ISL"
2048,38913993.1545971,"ISL"
2049,44033500.6838953,"ISL"
2050,49826528.3332804,"ISL"
2021,57285890,"ISR"
2022,63121024.7518387,"ISR"
2023,69550525.7179776,"ISR"
2024,76634934.9787157,"ISR"
2025,84440961.4243065,"ISR"
2026,93042108.9055737,"ISR"
2027,102519368.367882,"ISR"
2028,112961980.485805,"ISR"
2029,124468275.979674,"ISR"
2030,137146601.526688,"ISR"
2031,151116339.985232,"ISR"
2032,166509034.539136,"ISR"
2033,183469627.347145,"ISR"
2034,202157824.361109,"ISR"
2035,222749599.164391,"ISR"
2036,245438849.991118,"ISR"
2037,270439225.529222,"ISR"
2038,297986136.699598,"ISR"
2039,328338973.354872,"ISR"
2040,361783546.770874,"ISR"
2041,398634780.93004,"ISR"
2042,439239677.938649,"ISR"
2043,483980585.501161,"ISR"
2044,533278797.219144,"ISR"
2045,587598519.616269,"ISR"
2046,647451243.244057,"ISR"
2047,713400559.028006,"ISR"
2048,786067465.20622,"ISR"
2049,866136214.832256,"ISR"
2050,954360758.903994,"ISR"
2021,72082450,"ITA"
2022,69714752.8344104,"ITA"
2023,67424827.5795695,"ITA"
2024,65210119.6562051,"ITA"
2025,63068158.3954856,"ITA"
2026,60996554.282807,"ITA"
2027,58992996.2921154,"ITA"
2028,57055249.3077873,"ITA"
2029,55181151.6311954,"ITA"
2030,53368612.5691747,"ITA"
2031,51615610.1017019,"ITA"
2032,49920188.6261836,"ITA"
2033,48280456.7758384,"ITA"
2034,46694585.3097392,"ITA"
2035,45160805.0721606,"ITA"
2036,43677405.0189563,"ITA"
2037,42242730.3087641,"ITA"
2038,40855180.4569094,"ITA"
2039,39513207.549947,"ITA"
2040,38215314.5188505,"ITA"
2041,36960053.4689223,"ITA"
2042,35746024.0645609,"ITA"
2043,34571871.9670842,"ITA"
2044,33436287.3238654,"ITA"
2045,32338003.3070963,"ITA"
2046,31275794.7005487,"ITA"
2047,30248476.5327554,"ITA"
2048,29254902.7550882,"ITA"
2049,28293964.9632565,"ITA"
2050,27364591.1608012,"ITA"
2021,840378.8,"JAM"
2022,855311.104238914,"JAM"
2023,870508.733721496,"JAM"
2024,885976.402889925,"JAM"
2025,901718.909955133,"JAM"
2026,917741.138385256,"JAM"
2027,934048.058420526,"JAM"
2028,950644.728615089,"JAM"
2029,967536.29740621,"JAM"
2030,984728.004711371,"JAM"
2031,1002225.18355373,"JAM"
2032,1020033.26171649,"JAM"
2033,1038157.76342663,"JAM"
2034,1056604.31106857,"JAM"
2035,1075378.6269283,"JAM"
2036,1094486.53496849,"JAM"
2037,1113933.96263509,"JAM"
2038,1133726.94269613,"JAM"
2039,1153871.61511313,"JAM"
2040,1174374.22894575,"JAM"
2041,1195241.1442903,"JAM"
2042,1216478.83425275,"JAM"
2043,1238093.88695667,"JAM"
2044,1260093.00758701,"JAM"
2045,1282483.02047003,"JAM"
2046,1305270.87119032,"JAM"
2047,1328463.62874538,"JAM"
2048,1352068.48773844,"JAM"
2049,1376092.77061035,"JAM"
2050,1400543.92991104,"JAM"
2021,5116793,"JOR"
2022,5537955.8189048,"JOR"
2023,5993784.51544583,"JOR"
2024,6487132.43521376,"JOR"
2025,7021087.78244462,"JOR"
2026,7598992.95121585,"JOR"
2027,8224465.4477917,"JOR"
2028,8901420.53508507,"JOR"
2029,9634095.74098329,"JOR"
2030,10427077.3839521,"JOR"
2031,11285329.2819601,"JOR"
2032,12214223.8244321,"JOR"
2033,13219575.6017333,"JOR"
2034,14307677.8026922,"JOR"
2035,15485341.6080022,"JOR"
2036,16759938.8260898,"JOR"
2037,18139448.0383381,"JOR"
2038,19632504.5425203,"JOR"
2039,21248454.407072,"JOR"
2040,22997412.9745679,"JOR"
2041,24890328.1806133,"JOR"
2042,26939049.0845101,"JOR"
2043,29156400.0406749,"JOR"
2044,31556260.9751014,"JOR"
2045,34153654.2693717,"JOR"
2046,36964838.7960838,"JOR"
2047,40007411.694327,"JOR"
2048,43300418.5222889,"JOR"
2049,46864472.4765147,"JOR"
2050,50721883.4240937,"JOR"
2021,96771840,"JPN"
2022,96206267.5873137,"JPN"
2023,95644000.6006065,"JPN"
2024,95085019.7216788,"JPN"
2025,94529305.7452336,"JPN"
2026,93976839.5782175,"JPN"
2027,93427602.2391642,"JPN"
2028,92881574.8575426,"JPN"
2029,92338738.6731083,"JPN"
2030,91799075.0352591,"JPN"
2031,91262565.4023942,"JPN"
2032,90729191.341277,"JPN"
2033,90198934.5264023,"JPN"
2034,89671776.739366,"JPN"
2035,89147699.8682395,"JPN"
2036,88626685.9069475,"JPN"
2037,88108716.9546491,"JPN"
2038,87593775.2151231,"JPN"
2039,87081842.996156,"JPN"
2040,86572902.708935,"JPN"
2041,86066936.8674428,"JPN"
2042,85563928.0878573,"JPN"
2043,85063859.0879543,"JPN"
2044,84566712.6865137,"JPN"
2045,84072471.8027291,"JPN"
2046,83581119.455621,"JPN"
2047,83092638.7634533,"JPN"
2048,82607012.9431535,"JPN"
2049,82124225.3097359,"JPN"
2050,81644259.2757282,"JPN"
2021,17144420,"KAZ"
2022,18844833.5149006,"KAZ"
2023,20713897.0116413,"KAZ"
2024,22768337.4899342,"KAZ"
2025,25026540.9625336,"KAZ"
2026,27508716.9990462,"KAZ"
2027,30237079.5894841,"KAZ"
2028,33236045.9461812,"KAZ"
2029,36532455.0232305,"KAZ"
2030,40155807.7090607,"KAZ"
2031,44138530.8417323,"KAZ"
2032,48516267.4097318,"KAZ"
2033,53328195.5353867,"KAZ"
2034,58617379.0956142,"KAZ"
2035,64431153.1178464,"KAZ"
2036,70821547.4001971,"KAZ"
2037,77845752.1470169,"KAZ"
2038,85566629.7869949,"KAZ"
2039,94053277.5542747,"KAZ"
2040,103381645.867346,"KAZ"
2041,113635218.039838,"KAZ"
2042,124905757.40621,"KAZ"
2043,137294128.548682,"KAZ"
2044,150911199.974877,"KAZ"
2045,165878836.324614,"KAZ"
2046,182330988.985501,"KAZ"
2047,200414894.877689,"KAZ"
2048,220292394.136189,"KAZ"
2049,242141378.483225,"KAZ"
2050,266157383.25268,"KAZ"
2021,15048990,"KEN"
2022,15273879.6490599,"KEN"
2023,15502130.0123109,"KEN"
2024,15733791.3117171,"KEN"
2025,15968914.5197513,"KEN"
2026,16207551.3706107,"KEN"
2027,16449754.3716,"KEN"
2028,16695576.8146843,"KEN"
2029,16945072.7882152,"KEN"
2030,17198297.1888319,"KEN"
2031,17455305.7335399,"KEN"
2032,17716154.9719705,"KEN"
2033,17980902.2988235,"KEN"
2034,18249605.9664958,"KEN"
2035,18522325.0978984,"KEN"
2036,18799119.6994657,"KEN"
2037,19080050.6743583,"KEN"
2038,19365179.8358637,"KEN"
2039,19654569.9209969,"KEN"
2040,19948284.6043051,"KEN"
2041,20246388.5118769,"KEN"
2042,20548947.2355632,"KEN"
2043,20856027.3474083,"KEN"
2044,21167696.4142987,"KEN"
2045,21484023.0128292,"KEN"
2046,21805076.744392,"KEN"
2047,22130928.2504911,"KEN"
2048,22461649.2282859,"KEN"
2049,22797312.4463661,"KEN"
2050,23137991.7607634,"KEN"
2021,2370454,"KGZ"
2022,3241999.88461748,"KGZ"
2023,4433987.43525914,"KGZ"
2024,6064233.58289404,"KGZ"
2025,8293873.06230618,"KGZ"
2026,11343285.0884382,"KGZ"
2027,15513875.8009646,"KGZ"
2028,21217869.4700245,"KGZ"
2029,29019053.0479174,"KGZ"
2030,39688501.2883848,"KGZ"
2031,54280790.3454715,"KGZ"
2032,74238232.8604413,"KGZ"
2033,101533437.209816,"KGZ"
2034,138864281.576035,"KGZ"
2035,189920574.222067,"KGZ"
2036,259748756.868696,"KGZ"
2037,355250698.726002,"KGZ"
2038,485865882.349954,"KGZ"
2039,664504409.07865,"KGZ"
2040,908823042.995474,"KGZ"
2041,1242970418.54811,"KGZ"
2042,1699973909.43503,"KGZ"
2043,2325004078.64532,"KGZ"
2044,3179839370.30767,"KGZ"
2045,4348972336.79269,"KGZ"
2046,5947960945.07066,"KGZ"
2047,8134850411.62089,"KGZ"
2048,11125794508.5015,"KGZ"
2049,15216420362.0233,"KGZ"
2050,20811048456.5281,"KGZ"
2021,5911929,"KHM"
2022,6026235.77358109,"KHM"
2023,6142752.66140518,"KHM"
2024,6261522.39589148,"KHM"
2025,6382588.53568782,"KHM"
2026,6505995.48164575,"KHM"
2027,6631788.49310446,"KHM"
2028,6760013.7044896,"KHM"
2029,6890718.14223304,"KHM"
2030,7023949.74201973,"KHM"
2031,7159757.36636806,"KHM"
2032,7298190.82255012,"KHM"
2033,7439300.88085846,"KHM"
2034,7583139.29322605,"KHM"
2035,7729758.81220617,"KHM"
2036,7879213.21031942,"KHM"
2037,8031557.29977467,"KHM"
2038,8186846.95257139,"KHM"
2039,8345139.12099063,"KHM"
2040,8506491.85848219,"KHM"
2041,8670964.34095566,"KHM"
2042,8838616.88848309,"KHM"
2043,9009510.98742132,"KHM"
2044,9183709.31296202,"KHM"
2045,9361275.75211771,"KHM"
2046,9542275.42715228,"KHM"
2047,9726774.71946446,"KHM"
2048,9914841.29393315,"KHM"
2049,10106544.1237334,"KHM"
2050,10301953.5156322,"KHM"
2021,21252.18,"KIR"
2022,22587.6649849942,"KIR"
2023,24007.0717203757,"KIR"
2024,25515.6738410165,"KIR"
2025,27119.0763765064,"KIR"
2026,28823.2365759652,"KIR"
2027,30634.4860414853,"KIR"
2028,32559.5542524368,"KIR"
2029,34605.593568038,"KIR"
2030,36780.2058010855,"KIR"
2031,39091.4704615743,"KIR"
2032,41547.9747751448,"KIR"
2033,44158.845587886,"KIR"
2034,46933.7832760338,"KIR"
2035,49883.0977865506,"KIR"
2036,53017.746942493,"KIR"
2037,56349.377155484,"KIR"
2038,59890.3666965534,"KIR"
2039,63653.8716861142,"KIR"
2040,67653.8749739441,"KIR"
2041,71905.2380907809,"KIR"
2042,76423.7564645511,"KIR"
2043,81226.2181063809,"KIR"
2044,86330.4659844309,"KIR"
2045,91755.4643172965,"KIR"
2046,97521.3690332796,"KIR"
2047,103649.602657314,"KIR"
2048,110162.933903777,"KIR"
2049,117085.562270909,"KIR"
2050,124443.207951136,"KIR"
2021,37565310,"KOR"
2022,39188301.5853935,"KOR"
2023,40881413.7604016,"KOR"
2024,42647676.0521842,"KOR"
2025,44490248.8771996,"KOR"
2026,46412429.1962162,"KOR"
2027,48417656.4136445,"KOR"
2028,50509518.5317481,"KOR"
2029,52691758.5707443,"KOR"
2030,54968281.2662818,"KOR"
2031,57343160.0562803,"KOR"
2032,59820644.3696325,"KOR"
2033,62405167.229812,"KOR"
2034,65101353.1869906,"KOR"
2035,67914026.5928593,"KOR"
2036,70848220.2329597,"KOR"
2037,73909184.3319701,"KOR"
2038,77102395.9480618,"KOR"
2039,80433568.7731331,"KOR"
2040,83908663.3564592,"KOR"
2041,87533897.7700484,"KOR"
2042,91315758.7347917,"KOR"
2043,95261013.2273112,"KOR"
2044,99376720.5882776,"KOR"
2045,103670245.153861,"KOR"
2046,108149269.432921,"KOR"
2047,112821807.853503,"KOR"
2048,117696221.103257,"KOR"
2049,122781231.089417,"KOR"
2050,128085936.545126,"KOR"
2021,13588030,"KWT"
2022,14496827.9773446,"KWT"
2023,15466408.4053922,"KWT"
2024,16500836.5510179,"KWT"
2025,17604449.5752796,"KWT"
2026,18781874.7183121,"KWT"
2027,20038048.7004671,"KWT"
2028,21378238.4210459,"KWT"
2029,22808063.0414094,"KWT"
2030,24333517.5450557,"KWT"
2031,25960997.8734496,"KWT"
2032,27697327.742992,"KWT"
2033,29549787.2555691,"KWT"
2034,31526143.4226385,"KWT"
2035,33634682.7308362,"KWT"
2036,35884245.8856432,"KWT"
2037,38284264.8787871,"KWT"
2038,40844802.5347951,"KWT"
2039,43576594.7025091,"KWT"
2040,46491095.2684635,"KWT"
2041,49600524.1808603,"KWT"
2042,52917918.685494,"KWT"
2043,56457187.9884514,"KWT"
2044,60233171.5747747,"KWT"
2045,64261701.4276088,"KWT"
2046,68559668.4087043,"KWT"
2047,73145093.0785974,"KWT"
2048,78037201.2534036,"KWT"
2049,83256504.6150187,"KWT"
2050,88824886.7127114,"KWT"
2021,5595356,"LAO"
2022,5945801.5628145,"LAO"
2023,6318196.05836828,"LAO"
2024,6713914.18133439,"LAO"
2025,7134416.72558108,"LAO"
2026,7581255.97669386,"LAO"
2027,8056081.44223944,"LAO"
2028,8560645.9409246,"LAO"
2029,9096812.07312834,"LAO"
2030,9666559.09669309,"LAO"
2031,10271990.2333572,"LAO"
2032,10915340.4328,"LAO"
2033,11598984.6229614,"LAO"
2034,12325446.4770901,"LAO"
2035,13097407.7298869,"LAO"
2036,13917718.0771304,"LAO"
2037,14789405.6953326,"LAO"
2038,15715688.4202553,"LAO"
2039,16699985.6255544,"LAO"
2040,17745930.8454013,"LAO"
2041,18857385.187678,"LAO"
2042,20038451.587261,"LAO"
2043,21293489.9520101,"LAO"
2044,22627133.2573721,"LAO"
2045,24044304.6490151,"LAO"
2046,25550235.616626,"LAO"
2047,27150485.3059597,"LAO"
2048,28850961.0404319,"LAO"
2049,30657940.1280098,"LAO"
2050,32578093.0339006,"LAO"
2021,1652105,"LBN"
2022,1616277.72208043,"LBN"
2023,1581227.38863057,"LBN"
2024,1546937.15096014,"LBN"
2025,1513390.52575681,"LBN"
2026,1480571.38716263,"LBN"
2027,1448463.95902238,"LBN"
2028,1417052.80729996,"LBN"
2029,1386322.83265922,"LBN"
2030,1356259.26320575,"LBN"
2031,1326847.64738601,"LBN"
2032,1298073.8470405,"LBN"
2033,1269924.0306075,"LBN"
2034,1242384.66647428,"LBN"
2035,1215442.51647244,"LBN"
2036,1189084.62951434,"LBN"
2037,1163298.33536748,"LBN"
2038,1138071.23856395,"LBN"
2039,1113391.21244195,"LBN"
2040,1089246.39331643,"LBN"
2041,1065625.1747763,"LBN"
2042,1042516.20210519,"LBN"
2043,1019908.36682325,"LBN"
2044,997790.801347283,"LBN"
2045,976152.873766736,"LBN"
2046,954984.182732918,"LBN"
2047,934274.552459076,"LBN"
2048,914014.027828902,"LBN"
2049,894192.869611107,"LBN"
2050,874801.549777771,"LBN"
2021,13109900,"LBY"
2022,15562327.2864751,"LBY"
2023,18473522.3435242,"LBY"
2024,21929305.3985107,"LBY"
2025,26031550.7957108,"LBY"
2026,30901190.1888919,"LBY"
2027,36681777.5315715,"LBY"
2028,43543720.9586638,"LBY"
2029,51689306.3127615,"LBY"
2030,61358660.4054996,"LBY"
2031,72836829.8072501,"LBY"
2032,86462183.8434857,"LBY"
2033,102636389.512941,"LBY"
2034,121836252.381981,"LBY"
2035,144627772.517409,"LBY"
2036,171682829.817907,"LBY"
2037,203798990.617357,"LBY"
2038,241923019.446417,"LBY"
2039,287178789.064556,"LBY"
2040,340900411.532981,"LBY"
2041,404671567.011977,"LBY"
2042,480372189.671251,"LBY"
2043,570233886.985005,"LBY"
2044,676905726.138226,"LBY"
2045,803532326.886717,"LBY"
2046,953846563.000023,"LBY"
2047,1132279605.06837,"LBY"
2048,1344091548.6674,"LBY"
2049,1595526478.71816,"LBY"
2050,1893996541.24359,"LBY"
2021,19305000,"LKA"
2022,18945254.7941085,"LKA"
2023,18592213.3754826,"LKA"
2024,18245750.8202512,"LKA"
2025,17905744.5324772,"LKA"
2026,17572074.2007768,"LKA"
2027,17244621.7557471,"LKA"
2028,16923271.3281873,"LKA"
2029,16607909.2080984,"LKA"
2030,16298423.8044467,"LKA"
2031,15994705.6056776,"LKA"
2032,15696647.1409644,"LKA"
2033,15404142.94218,"LKA"
2034,15117089.506577,"LKA"
2035,14835385.2601629,"LKA"
2036,14558930.5217585,"LKA"
2037,14287627.4677254,"LKA"
2038,14021380.097351,"LKA"
2039,13760094.1988788,"LKA"
2040,13503677.3161716,"LKA"
2041,13252038.7159956,"LKA"
2042,13005089.3559144,"LKA"
2043,12762741.8527815,"LKA"
2044,12524910.4518196,"LKA"
2045,12291510.9962764,"LKA"
2046,12062460.8976453,"LKA"
2047,11837679.1064419,"LKA"
2048,11617086.0835243,"LKA"
2049,11400603.7719482,"LKA"
2050,11188155.5693464,"LKA"
2021,520350.1,"LSO"
2022,512963.300937597,"LSO"
2023,505681.363583472,"LSO"
2024,498502.799339144,"LSO"
2025,491426.140738015,"LSO"
2026,484449.941145387,"LSO"
2027,477572.774462737,"LSO"
2028,470793.234836185,"LSO"
2029,464109.936369108,"LSO"
2030,457521.512838829,"LSO"
2031,451026.617417329,"LSO"
2032,444623.922395926,"LSO"
2033,438312.118913855,"LSO"
2034,432089.916690712,"LSO"
2035,425956.043762688,"LSO"
2036,419909.24622255,"LSO"
2037,413948.287963311,"LSO"
2038,408071.950425544,"LSO"
2039,402279.03234828,"LSO"
2040,396568.349523439,"LSO"
2041,390938.734553752,"LSO"
2042,385389.036614117,"LSO"
2043,379918.121216347,"LSO"
2044,374524.869977247,"LSO"
2045,369208.180389998,"LSO"
2046,363966.965598771,"LSO"
2047,358800.154176557,"LSO"
2048,353706.689906133,"LSO"
2049,348685.531564155,"LSO"
2050,343735.652708301,"LSO"
2021,5312456,"LTU"
2022,5599662.9952931,"LTU"
2023,5902397.24542751,"LTU"
2024,6221498.19946562,"LTU"
2025,6557850.68955494,"LTU"
2026,6912387.38447115,"LTU"
2027,7286091.37580696,"LTU"
2028,7679998.90397782,"LTU"
2029,8095202.23160364,"LTU"
2030,8532852.67223389,"LTU"
2031,8994163.78281457,"LTU"
2032,9480414.72874921,"LTU"
2033,9992953.83088511,"LTU"
2034,10533202.30426,"LTU"
2035,11102658.1989762,"LTU"
2036,11702900.5541307,"LTU"
2037,12335593.7763175,"LTU"
2038,13002492.2548465,"LTU"
2039,13705445.2264732,"LTU"
2040,14446401.9031308,"LTU"
2041,15227416.876882,"LTU"
2042,16050655.8170793,"LTU"
2043,16918401.4755294,"LTU"
2044,17833060.0163152,"LTU"
2045,18797167.6878267,"LTU"
2046,19813397.8555008,"LTU"
2047,20884568.4147723,"LTU"
2048,22013649.6047906,"LTU"
2049,23203772.2445691,"LTU"
2050,24458236.4144046,"LTU"
2021,2450071,"LUX"
2022,2411415.20398827,"LUX"
2023,2373369.2966554,"LUX"
2024,2335923.65553235,"LUX"
2025,2299068.80996778,"LUX"
2026,2262795.43873281,"LUX"
2027,2227094.36766347,"LUX"
2028,2191956.56734043,"LUX"
2029,2157373.15080528,"LUX"
2030,2123335.37131289,"LUX"
2031,2089834.62011917,"LUX"
2032,2056862.42430379,"LUX"
2033,2024410.44462725,"LUX"
2034,1992470.47342172,"LUX"
2035,1961034.43251515,"LUX"
2036,1930094.37118825,"LUX"
2037,1899642.4641635,"LUX"
2038,1869671.00962609,"LUX"
2039,1840172.42727597,"LUX"
2040,1811139.25641064,"LUX"
2041,1782564.15403824,"LUX"
2042,1754439.89302037,"LUX"
2043,1726759.3602442,"LUX"
2044,1699515.55482348,"LUX"
2045,1672701.58632787,"LUX"
2046,1646310.67304022,"LUX"
2047,1620336.14024139,"LUX"
2048,1594771.41852206,"LUX"
2049,1569610.04212124,"LUX"
2050,1544845.64729097,"LUX"
2021,7477483,"LVA"
2022,8103282.32410531,"LVA"
2023,8781455.52777018,"LVA"
2024,9516385.84241474,"LVA"
2025,10312823.3372387,"LVA"
2026,11175915.6203052,"LVA"
2027,12111241.1090352,"LVA"
2028,13124845.0851473,"LVA"
2029,14223278.767079,"LVA"
2030,15413641.6524242,"LVA"
2031,16703627.4040586,"LVA"
2032,18101573.5765296,"LVA"
2033,19616515.5041053,"LVA"
2034,21258244.6987782,"LVA"
2035,23037372.1356658,"LVA"
2036,24965396.8348409,"LVA"
2037,27054780.1828558,"LVA"
2038,29319026.4743217,"LVA"
2039,31772770.1941076,"LVA"
2040,34431870.6042892,"LVA"
2041,37313514.2471895,"LVA"
2042,40436326.0270204,"LVA"
2043,43820489.5880758,"LVA"
2044,47487877.7675182,"LVA"
2045,51462193.9659112,"LVA"
2046,55769125.3492181,"LVA"
2047,60436508.8724551,"LVA"
2048,65494511.1980594,"LVA"
2049,70975823.6718361,"LVA"
2050,76915873.6166708,"LVA"
2021,3254353,"MAC"
2022,3943293.55348072,"MAC"
2023,4778081.55689397,"MAC"
2024,5789592.64754165,"MAC"
2025,7015238.77843931,"MAC"
2026,8500351.9443489,"MAC"
2027,10299860.8400712,"MAC"
2028,12480322.4642199,"MAC"
2029,15122383.809783,"MAC"
2030,18323764.6900562,"MAC"
2031,22202872.0233472,"MAC"
2032,26903179.2551154,"MAC"
2033,32598532.8957346,"MAC"
2034,39499582.4425559,"MAC"
2035,47861571.5046619,"MAC"
2036,57993778.2944227,"MAC"
2037,70270954.6537782,"MAC"
2038,85147186.7013748,"MAC"
2039,103172689.753247,"MAC"
2040,125014158.697365,"MAC"
2041,151479426.505095,"MAC"
2042,183547342.904257,"MAC"
2043,222403978.312393,"MAC"
2044,269486492.07622,"MAC"
2045,326536287.536813,"MAC"
2046,395663419.924464,"MAC"
2047,479424639.286602,"MAC"
2048,580917954.960226,"MAC"
2049,703897219.169482,"MAC"
2050,852910967.760418,"MAC"
2021,5920758,"MAR"
2022,6562742.06637529,"MAR"
2023,7274336.06132388,"MAR"
2024,8063087.74562328,"MAR"
2025,8937363.27900533,"MAR"
2026,9906435.95864011,"MAR"
2027,10980584.5794779,"MAR"
2028,12171202.459741,"MAR"
2029,13490918.2879815,"MAR"
2030,14953730.0735088,"MAR"
2031,16575153.6209786,"MAR"
2032,18372387.1039872,"MAR"
2033,20364493.4832782,"MAR"
2034,22572602.7044401,"MAR"
2035,25020135.8197727,"MAR"
2036,27733053.4115473,"MAR"
2037,30740130.9516441,"MAR"
2038,34073264.0182625,"MAR"
2039,37767806.6070869,"MAR"
2040,41862946.1253198,"MAR"
2041,46402119.0460814,"MAR"
2042,51433471.6319553,"MAR"
2043,57010370.6144979,"MAR"
2044,63191969.2464058,"MAR"
2045,70043834.7303642,"MAR"
2046,77638643.6796099,"MAR"
2047,86056952.986847,"MAR"
2048,95388054.2779931,"MAR"
2049,105730921.013809,"MAR"
2050,117195258.28516,"MAR"
2021,1142687,"MDA"
2022,1183643.43895941,"MDA"
2023,1226067.84761851,"MDA"
2024,1270012.84127039,"MDA"
2025,1315532.92105703,"MDA"
2026,1362684.54156235,"MDA"
2027,1411526.1808279,"MDA"
2028,1462118.41287804,"MDA"
2029,1514523.98284468,"MDA"
2030,1568807.88478453,"MDA"
2031,1625037.44228559,"MDA"
2032,1683282.39196273,"MDA"
2033,1743614.96994591,"MDA"
2034,1806110.00146837,"MDA"
2035,1870844.99366581,"MDA"
2036,1937900.23170176,"MDA"
2037,2007358.87833826,"MDA"
2038,2079307.07707534,"MDA"
2039,2153834.05898737,"MDA"
2040,2231032.25338847,"MDA"
2041,2310997.40246462,"MDA"
2042,2393828.68001428,"MDA"
2043,2479628.81444505,"MDA"
2044,2568504.21617869,"MDA"
2045,2660565.10962274,"MDA"
2046,2755925.66987222,"MDA"
2047,2854704.16431102,"MDA"
2048,2957023.09928864,"MDA"
2049,3063009.37205413,"MDA"
2050,3172794.42813566,"MDA"
2021,2759965,"MDG"
2022,2964121.28441678,"MDG"
2023,3183379.13297182,"MDG"
2024,3418855.61752052,"MDG"
2025,3671750.44040067,"MDG"
2026,3943352.0466594,"MDG"
2027,4235044.18840514,"MDG"
2028,4548312.97472876,"MDG"
2029,4884754.44311161,"MDG"
2030,5246082.69089519,"MDG"
2031,5634138.60824065,"MDG"
2032,6050899.25707045,"MDG"
2033,6498487.94377617,"MDG"
2034,6979185.03701053,"MDG"
2035,7495439.58567809,"MDG"
2036,8049881.79631572,"MDG"
2037,8645336.43343253,"MDG"
2038,9284837.21108101,"MDG"
2039,9971642.24898147,"MDG"
2040,10709250.6719453,"MDG"
2041,11501420.4371678,"MDG"
2042,12352187.4802163,"MDG"
2043,13265886.2772592,"MDG"
2044,14247171.9282949,"MDG"
2045,15301043.8738912,"MDG"
2046,16432871.3662659,"MDG"
2047,17648420.8244785,"MDG"
2048,18953885.2131027,"MDG"
2049,20355915.5940565,"MDG"
2050,21861655.0123405,"MDG"
2021,637290.8,"MDV"
2022,647439.270938899,"MDV"
2023,657749.350145793,"MDV"
2024,668223.611134707,"MDV"
2025,678864.668401322,"MDV"
2026,689675.17807558,"MDV"
2027,700657.838584691,"MDV"
2028,711815.391326686,"MDV"
2029,723150.621354704,"MDV"
2030,734666.358072172,"MDV"
2031,746365.475939058,"MDV"
2032,758250.895189367,"MDV"
2033,770325.582560067,"MDV"
2034,782592.552031619,"MDV"
2035,795054.865580302,"MDV"
2036,807715.633942519,"MDV"
2037,820578.017391267,"MDV"
2038,833645.226524985,"MDV"
2039,846920.52306895,"MDV"
2040,860407.220689442,"MDV"
2041,874108.685820879,"MDV"
2042,888028.338506108,"MDV"
2043,902169.653250096,"MDV"
2044,916536.159887199,"MDV"
2045,931131.444462255,"MDV"
2046,945959.150125698,"MDV"
2047,961022.978042931,"MDV"
2048,976326.688318181,"MDV"
2049,991874.100933063,"MDV"
2050,1007669.09670009,"MDV"
2021,33397630,"MEX"
2022,34281430.9850653,"MEX"
2023,35188619.9824298,"MEX"
2024,36119815.9087144,"MEX"
2025,37075654.0589214,"MEX"
2026,38056786.5398554,"MEX"
2027,39063882.7150135,"MEX"
2028,40097629.661249,"MEX"
2029,41158732.63752,"MEX"
2030,42247915.5660416,"MEX"
2031,43365921.5261718,"MEX"
2032,44513513.2613666,"MEX"
2033,45691473.6995508,"MEX"
2034,46900606.4872591,"MEX"
2035,48141736.5379124,"MEX"
2036,49415710.5946033,"MEX"
